Time,Cement_Temperature_C,Silo_Level_Percent,Compressive_Strength_3day_MPa,Compressive_Strength_28day_MPa,Setting_Time_Initial_min,Setting_Time_Final_min,Soundness_mm,Packing_Rate_bags_min,Bag_Weight_kg,Dust_Emission_mg_Nm3,Dispatch_Rate_tph
11:46:35,80.3,56.1,29.4,50.7,41.0,288.0,2.03,12.7,49.98,11.2,48.1
11:46:40,80.0,63.1,29.9,50.1,43.0,301.0,2.29,12.3,50.04,10.9,44.9
11:46:45,86.3,63.9,28.4,50.2,45.0,294.0,2.16,12.5,50.12,9.1,45.3
11:46:50,77.3,52.6,29.3,47.9,46.0,299.0,1.99,12.7,50.08,10.3,47.5
11:46:55,74.5,55.2,30.1,49.7,47.0,308.0,2.12,12.0,50.0,13.5,43.8
11:47:00,84.3,70.1,29.6,49.4,40.0,298.0,1.75,12.3,49.84,12.6,45.8
11:47:05,74.5,44.3,30.8,51.2,47.0,290.0,3.22,12.1,49.87,8.7,46.9
11:47:10,76.5,44.5,28.5,50.5,44.0,303.0,2.08,13.3,49.97,13.6,41.4
11:47:15,78.1,70.5,29.1,50.2,46.0,290.0,2.8,12.8,49.91,9.3,47.4
11:47:20,84.5,56.7,28.1,52.9,45.0,292.0,1.79,12.2,49.93,10.4,47.8
11:47:25,75.7,63.2,30.7,49.3,43.0,302.0,1.84,12.1,50.16,10.0,41.6
11:47:30,75.7,49.8,29.7,50.7,51.0,314.0,2.41,11.4,49.72,11.4,47.8
11:47:35,79.0,44.8,31.3,50.6,45.0,298.0,1.93,12.0,50.07,10.8,46.3
11:47:40,75.6,53.4,29.9,49.6,41.0,312.0,2.29,12.9,50.0,9.9,45.2
11:47:45,73.6,71.1,30.2,48.8,44.0,299.0,2.1,12.5,50.05,11.9,43.0
11:47:50,75.6,61.5,31.7,51.1,48.0,308.0,2.52,11.1,50.03,12.4,44.1
11:47:55,81.9,53.5,32.1,51.6,47.0,306.0,2.44,12.3,50.03,7.9,45.9
11:48:00,77.9,56.7,30.8,48.6,43.0,312.0,1.71,12.1,50.17,11.1,44.8
11:48:05,85.1,66.4,30.1,49.2,39.0,302.0,1.97,11.4,49.98,8.3,45.1
11:48:10,75.1,64.2,29.7,49.2,41.0,307.0,1.83,11.2,50.05,8.7,44.2
11:48:15,78.2,59.1,30.1,50.3,40.0,291.0,2.18,11.7,50.07,10.5,43.8
11:48:20,82.1,48.9,30.3,49.6,42.0,282.0,2.8,12.4,49.99,9.1,47.7
11:48:25,88.6,48.4,29.8,50.3,49.0,326.0,2.19,11.9,50.11,12.1,44.5
11:48:30,80.9,57.8,30.4,49.5,41.0,289.0,3.45,12.9,50.01,6.2,42.6
11:48:35,81.4,53.6,29.2,49.8,47.0,304.0,2.27,10.9,49.94,9.4,45.2
11:48:40,77.7,59.0,30.1,49.8,45.0,303.0,3.31,13.3,50.01,9.6,42.8
11:48:45,82.2,58.5,28.9,49.5,45.0,301.0,2.66,11.9,50.08,10.4,48.5
11:48:50,82.4,67.8,30.1,49.4,42.0,291.0,3.04,12.8,50.0,7.1,41.6
11:48:55,84.4,67.1,30.2,50.7,47.0,314.0,2.68,12.8,49.91,9.5,45.8
11:49:00,78.2,49.1,32.4,50.2,41.0,304.0,2.79,10.8,50.11,8.0,43.9
11:49:05,78.5,52.9,30.1,50.3,48.0,309.0,2.57,12.9,49.94,10.1,45.9
11:49:10,77.8,53.1,30.0,49.7,45.0,300.0,2.49,11.6,50.18,10.2,43.2
11:49:15,73.4,62.1,30.0,49.4,47.0,289.0,3.04,13.7,50.07,12.9,44.3
11:49:20,71.3,54.2,29.1,50.8,41.0,301.0,3.65,11.5,49.89,8.9,45.6
11:49:25,71.4,51.8,28.6,51.1,43.0,292.0,2.46,12.6,49.81,10.7,41.7
11:49:30,77.9,49.6,31.4,51.0,47.0,287.0,3.12,12.5,50.04,11.0,40.2
11:49:35,86.1,63.6,28.2,51.0,38.0,321.0,2.0,10.2,50.0,12.9,46.2
11:49:40,85.0,59.7,28.8,49.1,49.0,293.0,2.33,11.7,50.08,6.1,49.1
11:49:45,82.0,50.8,29.6,51.2,47.0,318.0,2.5,12.0,50.11,9.1,46.9
11:49:50,77.2,54.8,30.1,51.8,46.0,308.0,2.72,11.7,49.91,9.9,47.0
11:49:55,86.8,67.3,30.8,50.3,49.0,297.0,2.39,11.2,49.88,11.9,47.1
11:50:00,81.4,53.3,28.6,48.6,41.0,301.0,3.16,12.5,49.9,11.5,45.8
11:50:05,82.8,48.5,30.4,48.2,44.0,288.0,2.87,12.1,49.89,8.2,47.3
11:50:10,84.3,48.8,31.6,50.6,41.0,298.0,2.36,11.0,49.95,10.3,44.4
11:50:15,78.3,59.9,30.3,51.6,41.0,326.0,1.75,12.7,50.12,9.0,43.0
11:50:20,74.5,48.0,30.5,51.3,47.0,337.0,1.61,12.0,50.03,8.8,45.2
11:50:25,82.4,52.1,29.0,49.5,46.0,297.0,1.74,11.8,49.86,10.1,44.1
11:50:30,78.3,40.4,29.5,50.3,43.0,306.0,2.49,11.9,49.96,9.0,43.9
11:50:35,82.6,52.7,30.7,50.9,47.0,290.0,2.83,12.2,50.05,9.7,41.6
11:50:40,88.0,42.2,32.0,49.2,46.0,314.0,2.88,12.2,50.03,9.9,42.7
11:50:45,83.3,45.0,31.6,48.8,45.0,316.0,2.39,12.1,49.95,8.1,47.2
11:50:50,79.3,53.4,30.1,48.9,41.0,311.0,2.05,11.0,50.05,9.3,43.5
11:50:55,82.7,57.4,30.7,50.5,40.0,294.0,3.32,11.9,49.98,6.8,40.7
11:51:00,82.2,57.6,30.8,50.3,48.0,289.0,2.7,11.4,50.29,9.0,42.2
11:51:05,82.4,55.7,27.6,51.0,46.0,304.0,3.08,12.2,49.93,13.7,43.6
11:51:10,82.6,48.6,28.1,50.2,49.0,298.0,2.77,10.7,49.92,9.8,46.0
11:51:15,82.9,60.0,29.1,49.3,45.0,295.0,1.76,11.5,50.09,8.7,50.9
11:51:20,82.3,45.9,30.4,49.7,39.0,295.0,1.81,11.5,50.04,8.3,39.5
11:51:25,83.2,54.2,30.5,48.1,47.0,330.0,3.17,12.0,50.04,10.0,49.6
11:51:30,82.3,56.5,28.3,51.8,48.0,296.0,2.63,11.5,49.99,10.6,43.8
11:51:35,79.7,66.8,30.8,49.8,48.0,314.0,3.36,12.7,49.86,11.4,44.6
11:51:40,83.9,59.1,29.5,50.9,37.0,301.0,1.91,12.6,49.96,6.0,45.2
11:51:45,79.9,52.7,29.5,48.3,41.0,279.0,1.82,11.6,50.13,9.1,46.3
11:51:50,77.1,59.7,29.1,48.3,44.0,299.0,2.41,12.8,50.19,11.3,46.8
11:51:55,81.5,50.0,29.4,48.4,46.0,287.0,2.65,12.4,49.98,9.5,44.9
11:52:00,88.0,52.7,29.6,50.9,50.0,283.0,1.76,11.7,50.04,12.0,49.3
11:52:05,78.8,54.1,29.0,51.1,49.0,297.0,2.66,11.7,50.08,11.4,46.9
11:52:10,80.6,47.6,29.4,51.8,47.0,289.0,2.21,12.0,50.11,10.1,46.0
11:52:15,85.1,54.8,29.5,50.7,45.0,285.0,2.3,12.4,49.9,10.6,41.5
11:52:20,79.7,57.6,31.2,49.0,45.0,281.0,3.3,12.6,49.99,12.0,42.7
11:52:25,82.2,47.4,28.3,50.4,46.0,289.0,3.14,12.6,50.09,13.3,43.9
11:52:30,79.0,50.2,30.4,51.1,43.0,305.0,2.53,11.9,49.83,11.3,44.6
11:52:35,84.3,56.7,28.4,50.0,48.0,310.0,2.38,11.9,49.94,10.6,46.6
11:52:40,80.8,47.6,28.4,49.2,39.0,290.0,2.66,11.8,49.97,14.0,45.1
11:52:45,70.6,68.5,29.8,49.7,46.0,306.0,1.94,11.9,50.01,8.4,44.5
11:52:50,80.4,59.5,28.7,49.3,43.0,295.0,2.2,10.9,50.15,8.6,41.4
11:52:55,78.3,60.9,30.0,50.5,45.0,313.0,2.67,12.6,50.0,5.9,45.2
11:53:00,83.0,51.9,28.4,50.4,49.0,285.0,3.34,12.5,49.87,10.6,45.4
11:53:05,75.2,64.0,27.4,50.1,46.0,307.0,3.19,12.6,50.06,8.3,43.2
11:53:10,79.4,63.2,29.5,49.9,47.0,303.0,2.58,12.3,49.83,8.1,42.2
11:53:15,78.2,67.9,29.5,51.8,44.0,295.0,3.58,11.9,50.0,7.4,45.0
11:53:20,75.4,53.8,29.2,49.4,42.0,308.0,1.96,11.9,49.92,6.5,39.4
11:53:25,80.2,57.7,31.0,51.6,45.0,283.0,2.8,12.1,50.07,6.9,53.2
11:53:30,82.2,47.9,30.8,50.0,45.0,306.0,2.32,11.7,50.1,10.7,48.2
11:53:35,78.8,52.9,30.6,49.7,48.0,315.0,2.17,12.3,50.1,10.5,47.7
11:53:40,75.8,47.1,27.9,48.6,46.0,310.0,1.52,11.8,50.02,7.8,45.4
11:53:45,79.1,53.2,30.5,49.2,40.0,300.0,3.19,11.1,50.01,11.9,50.3
11:53:50,82.2,55.6,30.7,50.7,46.0,319.0,2.2,11.6,49.97,9.3,44.0
11:53:55,84.9,52.7,30.6,50.5,45.0,299.0,2.75,12.7,50.14,12.9,43.9
11:54:00,80.4,58.4,30.2,49.1,43.0,305.0,2.95,11.4,50.04,11.0,43.0
11:54:05,80.0,55.4,30.5,48.1,45.0,297.0,3.35,12.6,50.21,12.8,45.4
11:54:10,74.8,49.2,30.0,51.1,44.0,294.0,2.65,11.7,49.97,12.5,37.4
11:54:15,82.2,50.9,30.7,51.5,42.0,296.0,2.39,12.3,49.76,12.4,41.4
11:54:20,82.4,55.3,29.6,50.7,44.0,286.0,2.57,12.7,50.04,8.7,48.5
11:54:25,76.6,48.2,29.9,49.6,45.0,293.0,1.76,12.0,49.97,6.9,46.5
11:54:30,78.0,59.8,30.3,52.2,49.0,297.0,2.88,11.5,50.05,10.1,45.1
11:54:35,79.4,55.6,30.8,49.9,51.0,315.0,2.67,11.4,50.05,9.5,44.0
11:54:40,82.0,49.4,29.0,50.7,46.0,291.0,2.27,11.7,49.97,11.8,40.3
11:54:45,79.8,45.8,30.0,49.4,46.0,317.0,2.69,11.4,50.08,11.1,51.9
11:54:50,81.8,60.4,28.6,51.2,49.0,301.0,2.81,11.5,49.88,9.4,41.6
11:54:55,79.4,53.8,29.8,50.6,44.0,308.0,2.55,12.0,50.1,7.2,39.3
11:55:00,76.7,52.4,30.1,49.8,43.0,284.0,2.94,13.3,50.06,9.7,45.3
11:55:05,79.2,59.8,29.2,51.0,43.0,294.0,2.54,11.9,50.09,7.4,42.2
11:55:10,87.0,54.3,30.6,50.1,45.0,316.0,2.06,11.8,50.07,8.7,44.1
11:55:15,83.8,61.6,29.3,50.0,43.0,280.0,3.11,12.0,50.02,13.6,40.1
11:55:20,77.7,63.6,29.1,50.2,45.0,308.0,2.37,11.5,50.05,10.6,48.4
11:55:25,75.7,51.8,30.2,50.6,48.0,301.0,2.57,11.7,49.85,6.4,42.9
11:55:30,81.0,53.9,29.0,49.9,43.0,319.0,1.68,11.7,50.11,8.7,50.5
11:55:35,81.7,43.0,29.6,51.5,44.0,286.0,2.76,11.8,50.04,9.6,45.2
11:55:40,85.2,53.5,31.0,52.0,48.0,276.0,2.7,12.7,49.89,12.4,46.9
11:55:45,77.8,55.6,31.0,51.9,49.0,306.0,1.56,11.0,50.08,12.6,41.2
11:55:50,82.7,57.1,30.9,50.4,45.0,288.0,2.37,13.4,50.14,13.0,50.9
11:55:55,85.0,64.1,30.4,50.4,45.0,319.0,2.7,12.0,49.93,13.8,40.2
11:56:00,79.7,56.5,29.7,50.3,44.0,304.0,2.22,12.7,49.87,10.5,43.3
11:56:05,84.5,59.3,30.2,48.1,53.0,297.0,2.42,11.7,50.04,7.6,48.4
11:56:10,76.6,60.7,30.6,49.9,44.0,307.0,2.44,12.3,49.87,7.7,44.1
11:56:15,77.2,49.4,31.4,49.7,48.0,312.0,3.27,11.8,49.95,8.7,44.4
11:56:20,79.0,37.0,29.4,50.6,41.0,292.0,3.86,12.2,50.11,6.7,38.8
11:56:25,79.0,49.8,28.7,49.1,47.0,291.0,3.44,13.4,50.21,7.8,41.4
11:56:30,80.3,46.1,29.3,50.0,44.0,311.0,2.14,11.6,49.97,6.4,45.1
11:56:35,77.6,57.9,31.1,49.2,49.0,301.0,2.61,12.4,49.95,9.3,39.9
11:56:40,78.8,63.7,28.5,50.9,39.0,280.0,2.83,12.3,49.94,8.5,46.7
11:56:45,76.2,56.3,29.3,50.4,41.0,302.0,1.96,12.6,50.04,12.0,52.0
11:56:50,75.7,50.4,30.0,50.5,45.0,317.0,3.2,11.8,50.03,14.2,48.2
11:56:55,81.8,47.9,31.1,50.4,45.0,286.0,1.61,11.2,50.0,11.3,50.0
11:57:00,75.2,49.9,28.5,49.9,48.0,290.0,2.95,10.9,50.03,9.9,43.4
11:57:05,81.5,58.5,30.4,50.1,46.0,294.0,2.64,12.0,49.99,9.9,48.1
11:57:10,70.1,56.1,29.4,50.7,40.0,321.0,2.61,11.8,50.07,8.2,48.4
11:57:15,77.6,60.5,28.2,49.7,45.0,307.0,3.03,11.6,50.09,7.1,43.8
11:57:20,82.0,54.5,28.5,49.3,43.0,302.0,2.99,12.3,50.07,11.5,45.1
11:57:25,74.1,47.3,29.6,48.7,52.0,300.0,1.89,12.0,49.98,10.2,41.8
11:57:30,75.6,45.4,30.1,48.6,42.0,311.0,1.96,11.7,49.91,12.2,47.7
11:57:35,76.9,63.0,29.4,50.0,40.0,313.0,2.51,11.5,49.98,8.6,44.7
11:57:40,80.4,53.9,29.9,52.7,45.0,276.0,3.31,12.6,50.32,11.2,45.4
11:57:45,80.8,55.1,29.2,50.3,40.0,302.0,2.17,11.4,49.9,10.8,50.8
11:57:50,82.4,50.5,29.5,48.5,36.0,319.0,3.04,11.2,50.06,8.3,43.3
11:57:55,83.4,56.2,31.7,50.7,43.0,293.0,1.89,13.4,50.13,11.1,48.0
11:58:00,81.2,51.7,29.1,51.3,50.0,287.0,2.63,11.8,50.12,11.4,42.6
11:58:05,86.1,57.7,30.9,48.7,48.0,292.0,2.37,12.3,49.72,10.9,47.5
11:58:10,78.9,63.3,31.5,49.7,49.0,289.0,2.39,11.8,50.11,6.4,41.8
11:58:15,83.5,62.5,28.2,50.3,43.0,300.0,2.84,12.3,50.04,12.6,45.3
11:58:20,89.2,61.0,30.3,48.1,46.0,313.0,2.67,11.5,50.06,9.9,41.6
11:58:25,80.8,48.0,30.0,49.7,42.0,298.0,2.42,11.3,50.02,10.2,45.4
11:58:30,85.4,61.0,29.9,49.4,47.0,302.0,3.19,11.1,50.04,8.5,47.5
11:58:35,83.8,49.8,29.8,49.9,42.0,308.0,3.17,11.5,49.95,10.1,39.2
11:58:40,81.5,56.7,30.9,49.2,47.0,291.0,2.52,11.7,49.9,13.5,47.1
11:58:45,81.2,60.9,28.2,49.0,47.0,281.0,2.08,11.3,50.02,7.4,40.3
11:58:50,78.5,52.3,31.0,50.1,43.0,317.0,2.47,11.3,49.88,10.5,44.7
11:58:55,72.6,66.7,31.1,49.4,46.0,269.0,2.38,12.8,50.04,9.5,38.3
11:59:00,83.3,56.8,31.4,48.6,44.0,301.0,3.23,11.9,50.0,11.5,39.0
11:59:05,79.8,57.1,30.8,50.8,44.0,302.0,3.15,11.7,50.22,11.3,45.7
11:59:10,80.2,46.9,31.7,49.2,45.0,279.0,2.25,11.4,50.05,9.8,42.3
11:59:15,75.2,49.9,29.9,49.8,44.0,297.0,2.15,10.8,50.04,10.4,47.0
11:59:20,83.1,68.3,29.2,47.7,44.0,300.0,3.19,12.2,50.09,7.0,45.1
11:59:25,83.7,54.6,30.4,49.4,44.0,319.0,2.68,12.2,49.96,8.9,44.1
11:59:30,75.2,50.5,31.2,49.7,42.0,313.0,2.74,11.8,50.13,9.9,45.7
11:59:35,78.6,55.3,29.0,48.2,48.0,311.0,2.38,12.2,49.97,11.7,46.3
11:59:40,83.1,57.8,32.1,50.5,49.0,318.0,2.29,12.9,50.04,12.3,45.5
11:59:45,85.1,71.7,29.8,49.9,47.0,311.0,2.48,12.6,50.03,8.1,41.9
11:59:50,74.9,50.1,28.8,49.0,40.0,319.0,2.01,12.1,50.01,12.6,49.1
11:59:55,85.2,66.8,30.9,50.0,40.0,294.0,1.96,11.6,50.08,8.7,43.8
12:00:00,82.4,48.0,29.8,50.0,45.0,305.0,2.34,12.5,49.99,9.2,45.9
12:00:05,77.3,52.6,30.0,49.4,51.0,304.0,2.7,12.3,50.17,7.1,41.9
12:00:10,78.5,50.3,32.5,50.9,47.0,295.0,1.95,11.6,49.97,9.8,44.9
12:00:15,77.4,56.6,29.5,51.4,49.0,285.0,2.52,11.4,50.07,12.4,42.3
12:00:20,86.7,54.5,28.7,50.7,45.0,303.0,2.66,11.5,50.02,10.5,46.7
12:00:25,74.8,38.2,30.0,51.4,44.0,297.0,2.71,12.1,50.0,14.4,45.3
12:00:30,80.0,54.0,29.7,49.0,48.0,280.0,2.3,12.4,50.07,8.4,44.8
12:00:35,77.9,62.5,32.0,50.4,41.0,290.0,2.5,12.1,49.9,10.8,45.8
12:00:40,78.2,60.1,32.4,49.0,45.0,315.0,2.4,11.3,49.82,5.2,46.2
12:00:45,70.9,55.2,31.0,50.6,49.0,284.0,2.78,11.8,49.85,7.5,46.2
12:00:50,80.2,55.9,30.9,48.0,49.0,293.0,3.78,12.1,49.97,13.2,48.1
12:00:55,80.1,48.5,28.8,49.5,47.0,314.0,3.2,12.1,50.03,12.6,44.4
12:01:00,77.6,46.9,30.6,51.0,46.0,303.0,2.45,12.4,50.07,12.9,42.8
12:01:05,79.1,59.8,31.9,49.4,47.0,303.0,2.51,12.9,49.96,14.2,41.9
12:01:10,77.9,53.0,29.3,49.4,43.0,278.0,1.63,11.6,49.84,10.2,43.8
12:01:15,78.5,69.1,30.9,48.9,49.0,307.0,2.82,11.8,50.03,8.8,48.8
12:01:20,79.9,66.1,30.5,50.3,50.0,288.0,2.8,11.8,49.96,8.9,54.2
12:01:25,83.6,65.0,30.3,51.1,45.0,305.0,2.28,12.6,50.11,6.8,44.8
12:01:30,82.5,57.3,29.7,50.5,51.0,309.0,2.54,12.3,50.03,9.2,45.0
12:01:35,84.9,54.9,27.9,50.7,46.0,301.0,2.34,12.4,50.06,8.6,44.8
12:01:40,74.8,56.2,30.7,50.3,44.0,309.0,2.08,11.9,49.93,9.5,43.5
12:01:45,80.1,60.3,30.9,51.6,43.0,290.0,2.79,11.6,50.0,8.1,49.3
12:01:50,77.2,64.6,29.7,48.9,44.0,297.0,1.98,11.4,49.88,10.2,45.1
12:01:55,73.9,63.9,30.3,50.2,41.0,301.0,3.34,11.5,50.04,14.6,42.6
12:02:00,78.1,46.2,29.0,49.7,45.0,310.0,2.43,11.0,50.1,8.7,44.9
12:02:05,83.6,51.0,30.9,50.5,44.0,309.0,2.59,13.5,49.97,8.5,41.1
12:02:10,81.8,57.3,29.7,49.7,43.0,312.0,2.04,12.0,50.12,9.4,42.1
12:02:15,81.3,45.2,28.8,49.5,44.0,302.0,2.18,10.9,49.88,9.9,38.3
12:02:20,82.1,43.5,31.8,50.7,43.0,306.0,3.53,11.8,50.17,13.4,48.7
12:02:25,79.5,54.0,29.7,50.4,47.0,324.0,2.7,12.0,50.01,8.9,43.9
12:02:30,82.6,54.8,30.0,50.2,46.0,323.0,1.67,11.1,50.12,10.0,42.2
12:02:35,78.4,55.9,30.6,50.5,53.0,295.0,2.79,11.4,49.89,8.7,38.3
12:02:40,75.9,46.8,30.2,50.4,43.0,318.0,2.02,12.6,50.06,9.1,46.5
12:02:45,71.9,62.1,30.5,51.1,48.0,316.0,2.66,10.6,50.18,9.6,47.6
12:02:50,82.6,53.7,29.9,51.4,46.0,296.0,2.18,11.4,49.9,7.6,42.9
12:02:55,79.5,59.2,29.5,50.2,48.0,315.0,2.32,11.5,50.01,7.8,44.6
12:03:00,87.6,49.4,30.1,49.3,46.0,304.0,2.49,11.6,49.91,8.3,44.7
12:03:05,80.9,53.1,29.2,49.2,44.0,317.0,2.2,12.2,50.13,10.1,41.5
12:03:10,87.9,50.3,29.9,47.4,46.0,305.0,2.0,10.8,50.09,11.7,46.7
12:03:15,83.3,47.4,28.9,49.6,41.0,301.0,2.21,12.8,50.07,9.1,44.8
12:03:20,75.8,45.6,29.8,48.8,51.0,297.0,2.69,12.3,49.95,8.9,39.0
12:03:25,83.4,51.5,30.0,50.1,43.0,316.0,2.68,12.3,50.01,9.5,39.4
12:03:30,79.0,48.8,30.5,50.1,45.0,305.0,1.81,11.8,50.05,10.8,42.2
12:03:35,72.9,50.5,31.5,50.3,42.0,291.0,2.33,12.0,49.95,7.6,48.4
12:03:40,78.6,55.2,29.5,50.7,44.0,316.0,1.99,11.7,50.08,10.8,46.0
12:03:45,75.9,52.7,31.0,49.4,44.0,295.0,2.2,11.0,49.94,8.2,46.3
12:03:50,81.9,60.3,30.8,50.3,45.0,294.0,3.9,12.9,49.9,12.0,43.8
12:03:55,79.4,71.1,28.2,48.9,44.0,305.0,3.05,12.1,50.02,7.0,38.9
12:04:00,76.7,43.2,29.9,49.6,42.0,308.0,1.7,12.4,50.06,8.4,42.0
12:04:05,87.9,52.7,30.8,48.1,44.0,280.0,2.76,11.3,50.18,10.8,50.9
12:04:10,73.9,43.1,28.3,50.9,45.0,314.0,2.41,11.2,49.93,10.5,44.8
12:04:15,77.6,64.3,31.1,49.3,44.0,303.0,2.61,11.1,49.92,10.5,48.1
12:04:20,78.1,54.3,30.0,49.8,43.0,291.0,3.15,12.8,49.94,6.7,44.4
12:04:25,73.6,45.2,29.0,49.8,50.0,319.0,3.18,12.4,49.92,11.5,48.0
12:04:30,79.0,51.6,30.1,51.0,41.0,290.0,2.47,12.2,49.92,12.5,43.0
12:04:35,86.7,62.8,30.9,50.7,42.0,297.0,2.06,10.9,50.03,7.7,40.7
12:04:40,82.1,57.1,29.9,49.4,39.0,318.0,2.49,12.3,49.93,11.8,46.2
12:04:45,86.5,54.5,31.0,50.6,46.0,311.0,2.64,13.5,50.18,11.6,45.4
12:04:50,79.2,53.4,29.7,52.0,49.0,314.0,2.08,13.3,50.02,10.0,42.9
12:04:55,84.8,62.8,30.2,51.6,52.0,268.0,2.28,12.0,49.74,10.3,43.8
12:05:00,83.0,42.4,29.1,47.3,47.0,308.0,2.32,11.3,49.9,9.6,44.9
12:05:05,72.7,49.2,31.4,50.0,41.0,296.0,2.2,13.1,49.92,9.0,46.0
12:05:10,84.7,49.6,30.3,51.0,45.0,303.0,1.87,11.1,50.0,12.1,43.3
12:05:15,82.8,56.7,31.0,50.4,42.0,305.0,2.61,13.3,50.11,7.1,45.4
12:05:20,74.6,48.0,29.5,49.5,46.0,280.0,3.08,12.2,49.93,8.6,40.3
12:05:25,76.3,50.3,27.8,49.2,51.0,313.0,2.82,10.7,49.92,10.2,41.7
12:05:30,78.8,54.6,28.9,50.7,45.0,314.0,1.93,12.4,49.96,10.4,47.1
12:05:35,82.9,51.8,28.2,50.1,49.0,314.0,2.86,12.5,49.94,10.7,42.1
12:05:40,72.6,44.9,31.0,48.8,51.0,324.0,3.31,11.4,50.08,7.6,48.7
12:05:45,79.7,66.7,28.1,48.9,47.0,323.0,2.58,11.9,49.96,6.1,43.8
12:05:50,77.2,60.6,30.2,51.1,48.0,294.0,1.87,12.0,49.84,8.7,40.6
12:05:55,80.0,42.4,29.0,51.1,49.0,290.0,2.9,11.6,50.08,7.7,43.1
12:06:00,80.0,54.7,30.1,49.1,46.0,300.0,3.05,12.6,50.0,12.3,47.2
12:06:05,79.3,59.6,29.5,48.6,46.0,294.0,2.46,11.6,49.91,13.3,41.4
12:06:10,79.1,50.4,29.4,49.3,43.0,299.0,1.53,12.1,49.91,10.6,45.7
12:06:15,81.2,55.7,30.5,50.5,47.0,316.0,2.47,12.5,50.11,6.8,41.4
12:06:20,71.9,65.0,30.1,52.2,49.0,282.0,2.48,11.7,50.02,8.1,45.7
12:06:25,80.6,45.8,30.2,50.1,43.0,313.0,1.82,11.5,49.94,9.4,45.1
12:06:30,75.3,36.7,29.0,49.9,42.0,295.0,3.36,11.6,50.0,11.1,44.8
12:06:35,87.2,44.0,29.4,50.5,43.0,300.0,2.3,12.8,50.08,12.2,43.8
12:06:40,78.1,51.0,31.0,50.8,47.0,315.0,3.06,12.8,50.05,11.4,47.5
12:06:45,79.3,61.3,30.8,50.0,47.0,316.0,1.08,12.7,49.92,8.7,42.3
12:06:50,86.8,45.3,29.1,51.1,45.0,298.0,2.79,12.5,49.89,5.6,41.7
12:06:55,81.1,45.6,28.5,48.1,47.0,296.0,1.86,11.7,49.89,8.2,44.3
12:07:00,81.8,60.5,31.0,49.9,45.0,295.0,3.49,11.0,50.04,10.8,41.0
12:07:05,83.4,50.5,29.9,50.5,39.0,280.0,3.49,11.9,49.87,8.1,43.6
12:07:10,76.4,51.2,30.7,49.6,41.0,309.0,3.76,13.4,50.07,7.7,40.9
12:07:15,83.4,45.1,30.9,49.6,51.0,299.0,2.82,11.4,50.04,7.6,48.0
12:07:20,79.8,47.9,30.5,49.8,42.0,286.0,2.31,11.6,50.04,6.4,45.2
12:07:25,71.9,59.7,29.4,50.9,50.0,295.0,2.68,11.5,49.84,9.3,52.7
12:07:30,85.3,56.6,30.1,50.4,46.0,285.0,1.93,12.4,50.01,6.7,43.9
12:07:35,77.0,50.4,31.2,48.1,46.0,319.0,3.32,11.9,49.9,10.2,43.8
12:07:40,85.5,60.9,30.4,51.8,49.0,292.0,3.18,11.9,49.98,7.1,43.5
12:07:45,84.5,62.4,30.6,49.1,43.0,311.0,1.84,11.5,49.93,7.2,40.3
12:07:50,78.9,58.5,32.4,51.7,41.0,296.0,3.36,12.1,49.95,13.9,41.3
12:07:55,88.0,47.4,29.3,50.7,49.0,306.0,2.45,12.1,50.1,12.2,44.2
12:08:00,83.9,64.4,31.4,48.9,43.0,306.0,2.48,12.8,50.03,6.9,40.3
12:08:05,81.9,58.8,30.1,49.4,47.0,288.0,2.48,10.6,49.95,8.9,47.0
12:08:10,83.4,53.2,29.9,50.9,44.0,295.0,3.3,13.0,49.92,13.5,43.9
12:08:15,85.0,49.3,29.8,49.4,51.0,288.0,3.27,11.4,49.88,7.4,51.6
12:08:20,81.1,57.6,29.3,51.3,47.0,299.0,2.7,12.3,49.88,6.7,49.3
12:08:25,75.4,54.8,29.7,52.2,46.0,310.0,2.03,12.5,50.01,7.6,39.9
12:08:30,83.6,48.4,30.7,49.5,45.0,292.0,2.27,11.8,49.97,5.2,42.9
12:08:35,76.3,55.2,29.1,49.0,41.0,312.0,2.96,11.5,49.79,6.5,42.2
12:08:40,75.0,66.2,29.8,48.4,42.0,317.0,3.1,11.6,49.9,13.9,48.4
12:08:45,80.3,50.8,29.7,49.3,44.0,296.0,2.51,12.2,49.94,8.9,43.6
12:08:50,85.9,54.7,31.8,51.4,41.0,296.0,1.94,12.7,50.05,9.4,48.7
12:08:55,88.7,55.6,30.6,49.4,45.0,297.0,2.35,11.8,49.99,8.3,43.2
12:09:00,89.7,43.4,29.4,51.1,48.0,297.0,2.39,11.2,49.93,9.9,44.0
12:09:05,85.1,57.1,29.5,50.7,45.0,320.0,2.56,12.0,50.1,7.7,47.7
12:09:10,82.3,57.7,29.2,49.1,46.0,297.0,3.09,11.2,50.21,11.9,47.6
12:09:15,79.9,54.3,30.9,51.4,40.0,293.0,2.56,11.3,49.93,10.4,50.3
12:09:20,81.9,57.8,29.8,49.0,47.0,289.0,2.35,11.1,50.03,8.6,51.8
12:09:25,79.2,53.4,27.9,50.1,46.0,295.0,2.58,12.5,50.08,8.6,42.2
12:09:30,78.8,49.9,30.2,51.0,48.0,301.0,1.96,12.2,50.03,7.9,46.0
12:09:35,74.8,56.0,30.4,51.4,42.0,300.0,2.67,12.3,49.95,10.1,43.2
