Timestamp,Feed Size (mm),Product Size (mm),Mill Power 1 (kW),Mill Inlet Temp (°C),Blending Efficiency (%),C5 Temp (°C),Heat Recovery Eff (%),Fuel Flow Rate (t/h),Primary Fuel Flow (t/h),Secondary Air Temp (°C),Kiln Drive Power (kW),Clinker Inlet Temp (°C),Cooling Air Flow (m³/min),Mill Power 2 (kW),Packing Rate (bags/min),Target_eff
2025-06-28 04:00:00,1128,20,1683,117,94,863,88.8,4.3,9.2,1084,1102,1383,509,2137,14.6,59.3
2025-06-28 05:00:00,1124,20,1682,118,94,862,88.8,4.3,9.3,1080,1103,1381,512,2129,14.6,59.3
2025-06-28 06:00:00,1114,20,1684,117,93.8,863,88.8,4.3,9.3,1084,1110,1382,511,2131,14.5,59.6
2025-06-28 07:00:00,1113,20,1680,117,93.8,862,88.8,4.3,9.3,1082,1108,1380,512,2133,14.4,59.7
2025-06-28 08:00:00,1123,19.9,1684,117,93.9,863,88.8,4.3,9.3,1080,1104,1383,517,2131,14.4,59.5
2025-06-28 09:00:00,1126,19.9,1686,117,93.9,863,88.8,4.3,9.3,1081,1108,1381,518,2134,14.4,59.4
2025-06-28 10:00:00,1126,19.8,1685,117,93.8,863,88.7,4.2,9.3,1080,1109,1381,519,2135,14.4,59
2025-06-28 11:00:00,1125,19.9,1691,117,93.8,863,88.6,4.2,9.3,1081,1108,1380,518,2141,14.3,59.4
2025-06-28 12:00:00,1125,19.9,1697,116,93.8,864,88.6,4.2,9.3,1082,1108,1380,516,2136,14.3,59.6
2025-06-28 13:00:00,1127,19.9,1701,116,93.6,864,88.6,4.2,9.3,1080,1107,1378,516,2134,14.3,59.6
2025-06-28 14:00:00,1122,19.8,1689,115,93.6,863,88.6,4.2,9.3,1080,1109,1376,514,2139,14.3,59.8
2025-06-28 15:00:00,1127,19.8,1695,115,93.4,864,88.6,4.2,9.3,1079,1116,1381,514,2142,14.2,59.8
2025-06-28 16:00:00,1130,19.7,1698,115,93.5,863,88.6,4.2,9.3,1082,1113,1383,513,2130,14.1,59.7
2025-06-28 17:00:00,1133,19.7,1706,114,93.4,863,88.6,4.2,9.3,1081,1115,1383,515,2122,14,59.9
2025-06-28 18:00:00,1134,19.7,1711,114,93.5,863,88.6,4.3,9.4,1079,1109,1384,514,2122,13.9,60.5
2025-06-28 19:00:00,1134,19.7,1718,114,93.4,863,88.7,4.3,9.3,1076,1104,1385,513,2130,13.9,60.6
2025-06-28 20:00:00,1137,19.7,1721,114,93.4,863,88.8,4.3,9.3,1073,1107,1385,515,2128,13.9,60.5
2025-06-28 21:00:00,1139,19.6,1727,114,93.4,863,88.8,4.3,9.2,1069,1106,1386,516,2131,13.9,60.4
2025-06-28 22:00:00,1138,19.5,1734,114,93.3,864,88.8,4.2,9.2,1067,1102,1385,516,2132,13.9,60.3
2025-06-28 23:00:00,1136,19.5,1735,115,93.3,863,88.8,4.2,9.2,1072,1102,1388,517,2135,13.9,60
2025-06-29 00:00:00,1136,19.4,1729,115,93.3,862,88.9,4.2,9.3,1074,1106,1388,517,2140,14,59.9
2025-06-29 01:00:00,1142,19.5,1728,115,93.2,862,88.9,4.2,9.3,1078,1100,1390,516,2145,14,59.9
2025-06-29 02:00:00,1137,19.4,1729,115,93.2,861,88.8,4.3,9.4,1075,1107,1393,519,2149,13.9,60.3
2025-06-29 03:00:00,1132,19.4,1730,115,93.1,862,88.7,4.2,9.4,1069,1109,1394,519,2146,13.8,60.3
2025-06-29 04:00:00,1132,19.4,1725,115,93,861,88.8,4.2,9.4,1070,1111,1392,518,2146,13.8,60.3
2025-06-29 05:00:00,1132,19.3,1718,115,93,860,88.8,4.2,9.4,1076,1111,1395,518,2148,13.8,60
2025-06-29 06:00:00,1133,19.3,1715,115,93,860,88.8,4.2,9.4,1074,1118,1398,514,2151,14,59.8
2025-06-29 07:00:00,1134,19.4,1718,115,93,861,88.9,4.2,9.4,1074,1122,1394,514,2154,14,59.9
2025-06-29 08:00:00,1133,19.3,1725,115,93.1,860,88.8,4.2,9.4,1070,1121,1394,515,2145,14,59.8
2025-06-29 09:00:00,1139,19.3,1728,116,93.1,860,88.8,4.2,9.3,1070,1124,1394,518,2151,14.1,59.3
2025-06-29 10:00:00,1133,19.3,1733,115,93.1,861,88.8,4.2,9.3,1069,1121,1394,519,2142,14.2,59.5
2025-06-29 11:00:00,1129,19.3,1732,115,93.2,861,88.8,4.1,9.3,1063,1120,1391,520,2138,14.1,59.4
2025-06-29 12:00:00,1129,19.3,1725,116,93,862,88.8,4.1,9.3,1060,1126,1390,520,2139,14.3,59
2025-06-29 13:00:00,1122,19.2,1724,115,92.8,862,88.7,4.1,9.3,1057,1127,1386,525,2139,14.4,59.1
2025-06-29 14:00:00,1122,19.3,1723,116,93,863,88.7,4.1,9.3,1052,1130,1388,527,2146,14.3,59.1
2025-06-29 15:00:00,1128,19.2,1721,116,93,862,88.7,4.1,9.3,1050,1134,1391,524,2140,14.3,58.9
2025-06-29 16:00:00,1128,19.2,1721,116,93.1,862,88.7,4.1,9.3,1051,1137,1393,526,2139,14.4,58.6
2025-06-29 17:00:00,1129,19.1,1723,116,93,863,88.7,4.1,9.3,1049,1133,1393,524,2129,14.5,58.6
2025-06-29 18:00:00,1124,19,1726,116,93,862,88.7,4,9.3,1053,1140,1394,523,2129,14.5,58.2
2025-06-29 19:00:00,1122,19,1725,115,93,862,88.7,4,9.3,1052,1142,1396,521,2128,14.5,58.3
2025-06-29 20:00:00,1120,19.1,1717,115,93.2,862,88.6,4.1,9.3,1053,1144,1396,524,2122,14.5,58.5
2025-06-29 21:00:00,1119,19,1715,115,93.3,862,88.5,4.1,9.3,1054,1145,1394,527,2129,14.6,58.2
2025-06-29 22:00:00,1124,19,1715,115,93.2,862,88.5,4.1,9.4,1059,1149,1392,529,2134,14.7,58.1
2025-06-29 23:00:00,1126,19,1720,116,93,862,88.5,4.1,9.4,1057,1157,1393,531,2134,14.7,57.9
2025-06-30 00:00:00,1122,19.1,1718,115,93.2,861,88.5,4.1,9.4,1058,1155,1391,532,2140,14.7,58.1
2025-06-30 01:00:00,1123,19,1720,115,93.2,861,88.5,4.1,9.4,1055,1160,1392,532,2140,14.7,58
2025-06-30 02:00:00,1125,19,1721,115,93.3,861,88.5,4.1,9.4,1060,1160,1390,532,2143,14.6,58
2025-06-30 03:00:00,1130,19,1721,116,93.4,861,88.4,4,9.4,1057,1152,1389,531,2148,14.5,57.9
2025-06-30 04:00:00,1136,19,1725,116,93.3,860,88.5,4,9.4,1058,1146,1390,530,2142,14.5,57.9
2025-06-30 05:00:00,1132,19.2,1723,116,93.4,860,88.6,4,9.4,1063,1148,1390,528,2144,14.6,57.9
2025-06-30 06:00:00,1129,19.2,1720,116,93.3,860,88.6,4,9.4,1059,1152,1389,533,2145,14.5,57.9
2025-06-30 07:00:00,1124,19.1,1720,116,93.2,860,88.6,4,9.4,1061,1154,1390,532,2140,14.6,57.7
2025-06-30 08:00:00,1123,19.1,1718,116,93.4,859,88.6,4.1,9.4,1058,1157,1391,534,2134,14.6,57.9
2025-06-30 09:00:00,1124,19.2,1720,115,93.3,858,88.6,4.1,9.4,1065,1168,1387,538,2136,14.5,57.9
2025-06-30 10:00:00,1128,19.2,1717,115,93.4,858,88.6,4.1,9.4,1060,1170,1387,540,2135,14.5,57.8
2025-06-30 11:00:00,1128,19.1,1718,114,93.4,858,88.6,4.1,9.4,1055,1169,1387,538,2128,14.4,58
2025-06-30 12:00:00,1127,19.2,1717,114,93.5,858,88.7,4.1,9.3,1052,1168,1386,537,2130,14.4,58
2025-06-30 13:00:00,1127,19.2,1718,114,93.3,859,88.7,4.1,9.3,1048,1175,1384,537,2135,14.3,58.2
2025-06-30 14:00:00,1124,19.2,1716,114,93.3,858,88.7,4.2,9.3,1050,1170,1382,542,2129,14.2,58.5
2025-06-30 15:00:00,1132,19.2,1715,115,93.2,859,88.7,4.2,9.3,1055,1175,1382,544,2129,14.2,58.1
2025-06-30 16:00:00,1126,19.3,1715,115,93.2,858,88.7,4.1,9.2,1059,1175,1383,546,2137,14.2,57.7
2025-06-30 17:00:00,1127,19.3,1716,115,93.2,859,88.7,4.2,9.3,1060,1171,1384,545,2132,14.3,58.1
2025-06-30 18:00:00,1135,19.3,1716,115,93.3,859,88.7,4.1,9.3,1060,1166,1386,546,2141,14.3,57.8
2025-06-30 19:00:00,1135,19.3,1723,116,93.5,859,88.6,4.2,9.3,1058,1172,1387,546,2139,14.4,57.7
2025-06-30 20:00:00,1134,19.4,1719,116,93.4,859,88.6,4.2,9.3,1059,1168,1383,547,2139,14.4,57.9
2025-06-30 21:00:00,1133,19.3,1719,116,93.5,859,88.6,4.2,9.3,1058,1168,1381,545,2132,14.2,58.1
2025-06-30 22:00:00,1132,19.3,1712,115,93.5,859,88.5,4.1,9.4,1059,1164,1383,543,2125,14.2,58.1
2025-06-30 23:00:00,1137,19.3,1714,115,93.6,859,88.5,4.2,9.3,1057,1172,1381,544,2122,14.2,58
2025-07-01 00:00:00,1129,19.3,1709,115,93.5,859,88.4,4.1,9.3,1053,1173,1375,541,2126,14.2,58.1
2025-07-01 01:00:00,1135,19.3,1708,114,93.7,858,88.5,4.2,9.2,1053,1167,1379,540,2138,14.1,58.4
2025-07-01 02:00:00,1129,19.4,1707,114,93.7,858,88.5,4.2,9.3,1053,1166,1380,540,2151,14.2,58.7
2025-07-01 03:00:00,1128,19.4,1708,114,93.8,858,88.5,4.2,9.3,1051,1171,1378,541,2150,14.1,58.7
2025-07-01 04:00:00,1126,19.3,1706,115,94,858,88.5,4.2,9.3,1049,1167,1377,543,2149,14.2,58.5
2025-07-01 05:00:00,1129,19.4,1703,114,94,858,88.5,4.2,9.3,1051,1166,1378,541,2144,14.2,58.6
2025-07-01 06:00:00,1122,19.5,1709,115,93.9,857,88.5,4.2,9.3,1052,1171,1379,538,2149,14.3,58.6
2025-07-01 07:00:00,1124,19.6,1710,115,93.9,858,88.6,4.2,9.3,1058,1172,1379,541,2146,14.2,58.5
2025-07-01 08:00:00,1132,19.5,1708,114,93.7,857,88.6,4.2,9.3,1062,1167,1379,544,2144,14.3,58.3
2025-07-01 09:00:00,1127,19.5,1707,114,93.8,857,88.6,4.2,9.3,1058,1168,1376,542,2147,14.3,58.5
2025-07-01 10:00:00,1127,19.5,1714,114,93.8,856,88.6,4.3,9.3,1058,1167,1376,540,2149,14.3,58.9
2025-07-01 11:00:00,1125,19.5,1713,114,93.8,857,88.6,4.3,9.3,1054,1168,1379,541,2146,14.3,58.9
2025-07-01 12:00:00,1127,19.6,1710,114,93.9,857,88.6,4.3,9.3,1048,1171,1377,541,2146,14.3,58.9
2025-07-01 13:00:00,1127,19.6,1707,114,93.8,857,88.5,4.2,9.3,1055,1172,1379,542,2143,14.3,58.5
2025-07-01 14:00:00,1124,19.4,1705,114,93.8,856,88.5,4.3,9.2,1059,1172,1378,540,2139,14.3,58.5
2025-07-01 15:00:00,1126,19.4,1703,114,93.8,856,88.5,4.3,9.2,1057,1171,1379,541,2133,14.3,58.4
2025-07-01 16:00:00,1133,19.4,1697,114,93.6,856,88.5,4.3,9.3,1061,1176,1377,541,2126,14.3,58.3
2025-07-01 17:00:00,1132,19.4,1693,113,93.6,855,88.5,4.3,9.2,1065,1173,1377,540,2128,14.3,58.3
2025-07-01 18:00:00,1135,19.4,1690,112,93.3,855,88.5,4.3,9.2,1059,1164,1378,538,2127,14.4,58.5
2025-07-01 19:00:00,1130,19.4,1692,113,93.3,855,88.5,4.2,9.2,1062,1163,1377,540,2121,14.5,58
2025-07-01 20:00:00,1126,19.5,1691,113,93.4,856,88.5,4.3,9.2,1060,1165,1378,539,2115,14.4,58.5
2025-07-01 21:00:00,1128,19.5,1690,113,93.4,856,88.5,4.3,9.1,1062,1163,1378,539,2109,14.4,58.3
2025-07-01 22:00:00,1134,19.5,1695,112,93.4,855,88.5,4.3,9.1,1071,1161,1378,541,2106,14.4,58.2
2025-07-01 23:00:00,1136,19.5,1700,112,93.4,856,88.5,4.3,9.1,1075,1160,1376,539,2111,14.5,58.1
2025-07-02 00:00:00,1134,19.5,1699,112,93.3,855,88.5,4.3,9.1,1075,1159,1378,539,2108,14.5,58.1
2025-07-02 01:00:00,1134,19.5,1696,112,93.3,855,88.4,4.3,9.2,1079,1154,1376,536,2111,14.5,58.4
2025-07-02 02:00:00,1129,19.5,1693,112,93.5,854,88.4,4.3,9.3,1073,1157,1377,535,2118,14.6,58.5
2025-07-02 03:00:00,1132,19.5,1696,112,93.7,853,88.3,4.2,9.2,1075,1146,1375,537,2119,14.6,58.2
2025-07-02 04:00:00,1135,19.6,1695,112,93.7,854,88.4,4.2,9.2,1077,1148,1375,534,2115,14.6,58.2
2025-07-02 05:00:00,1133,19.7,1693,112,93.8,853,88.4,4.2,9.3,1079,1150,1376,535,2115,14.5,58.4
2025-07-02 06:00:00,1132,19.6,1690,113,93.7,852,88.4,4.2,9.2,1077,1152,1376,538,2115,14.6,57.8
2025-07-02 07:00:00,1133,19.7,1687,113,93.6,853,88.3,4.2,9.3,1078,1144,1370,539,2123,14.5,58.3
2025-07-02 08:00:00,1131,19.6,1688,113,93.6,853,88.3,4.2,9.3,1081,1145,1367,538,2115,14.5,58.3
2025-07-02 09:00:00,1131,19.7,1683,113,93.6,854,88.3,4.2,9.3,1074,1143,1363,536,2120,14.5,58.6
2025-07-02 10:00:00,1139,19.6,1687,113,93.7,854,88.3,4.2,9.4,1073,1149,1363,532,2112,14.6,58.4
2025-07-02 11:00:00,1138,19.6,1685,114,93.8,853,88.2,4.2,9.4,1070,1151,1363,535,2116,14.6,58.2
2025-07-02 12:00:00,1137,19.6,1684,113,93.8,854,88.3,4.2,9.4,1072,1146,1362,534,2114,14.6,58.4
2025-07-02 13:00:00,1134,19.4,1679,113,93.9,854,88.3,4.2,9.3,1076,1139,1361,531,2123,14.6,58.3
2025-07-02 14:00:00,1137,19.3,1679,112,93.7,854,88.3,4.3,9.3,1075,1137,1361,529,2126,14.6,58.8
2025-07-02 15:00:00,1136,19.3,1677,112,93.8,853,88.3,4.3,9.3,1071,1140,1358,526,2129,14.6,58.9
2025-07-02 16:00:00,1134,19.3,1677,112,93.6,854,88.3,4.2,9.3,1072,1145,1360,525,2124,14.6,58.6
2025-07-02 17:00:00,1139,19.3,1683,112,93.6,854,88.2,4.2,9.3,1068,1145,1360,530,2133,14.5,58.7
2025-07-02 18:00:00,1145,19.2,1684,112,93.7,855,88.3,4.2,9.4,1067,1146,1359,532,2147,14.5,58.7
2025-07-02 19:00:00,1142,19.2,1681,113,93.8,855,88.3,4.2,9.3,1066,1144,1358,533,2157,14.5,58.5
2025-07-02 20:00:00,1135,19.2,1678,113,93.8,856,88.2,4.2,9.3,1068,1144,1357,535,2152,14.5,58.5
2025-07-02 21:00:00,1139,19.2,1680,113,93.7,856,88.2,4.2,9.3,1069,1149,1355,539,2151,14.5,58.3
2025-07-02 22:00:00,1136,19.2,1685,112,93.6,856,88.1,4.2,9.3,1070,1148,1356,540,2145,14.4,58.6
2025-07-02 23:00:00,1139,19.3,1687,111,93.5,856,88.2,4.2,9.2,1075,1150,1358,543,2142,14.4,58.4
2025-07-03 00:00:00,1131,19.3,1689,111,93.5,856,88.2,4.3,9.2,1075,1148,1358,542,2144,14.4,58.9
2025-07-03 01:00:00,1135,19.3,1692,112,93.3,856,88.2,4.3,9.2,1074,1152,1360,540,2147,14.3,58.9
2025-07-03 02:00:00,1130,19.3,1697,112,93.4,857,88.2,4.3,9.2,1073,1155,1365,538,2150,14.3,59
2025-07-03 03:00:00,1133,19.2,1690,112,93.4,857,88.1,4.3,9.2,1071,1159,1362,539,2142,14.3,58.8
2025-07-03 04:00:00,1133,19.2,1692,112,93.5,857,88.1,4.3,9.2,1068,1166,1362,533,2141,14.4,58.7
2025-07-03 05:00:00,1129,19.2,1696,112,93.4,858,88.1,4.3,9.2,1064,1156,1359,536,2144,14.5,58.9
2025-07-03 06:00:00,1128,19.3,1691,112,93.2,858,88.2,4.3,9.3,1067,1159,1362,535,2149,14.4,59.1
2025-07-03 07:00:00,1130,19.4,1687,113,93.3,857,88.3,4.3,9.4,1065,1161,1363,537,2151,14.4,59.1
2025-07-03 08:00:00,1131,19.3,1684,113,93.3,857,88.2,4.3,9.3,1066,1162,1361,534,2153,14.3,59
2025-07-03 09:00:00,1133,19.4,1681,114,93.2,857,88.3,4.3,9.4,1065,1163,1361,536,2152,14.2,59.1
2025-07-03 10:00:00,1141,19.4,1679,113,93.2,858,88.3,4.3,9.4,1065,1164,1363,539,2153,14.2,59
2025-07-03 11:00:00,1135,19.5,1680,113,93.4,857,88.3,4.3,9.5,1068,1166,1364,539,2166,14.2,59.3
2025-07-03 12:00:00,1141,19.5,1684,113,93.4,857,88.2,4.3,9.4,1069,1169,1365,540,2172,14.3,58.9
2025-07-03 13:00:00,1142,19.5,1688,114,93.6,857,88.2,4.2,9.4,1066,1173,1368,538,2174,14.3,58.5
2025-07-03 14:00:00,1138,19.6,1684,114,93.8,857,88.3,4.3,9.4,1064,1173,1370,538,2178,14.2,59
2025-07-03 15:00:00,1133,19.6,1681,114,93.9,856,88.2,4.3,9.4,1067,1172,1373,540,2178,14.2,58.9
2025-07-03 16:00:00,1132,19.6,1686,115,93.8,856,88.2,4.3,9.4,1068,1172,1372,539,2179,14.1,59
2025-07-03 17:00:00,1136,19.7,1689,115,93.9,857,88.2,4.3,9.4,1071,1170,1368,542,2183,14.2,58.9
2025-07-03 18:00:00,1135,19.7,1689,115,93.8,856,88.3,4.3,9.4,1071,1177,1368,539,2180,14.1,58.9
2025-07-03 19:00:00,1141,19.6,1691,115,93.7,856,88.3,4.2,9.4,1066,1172,1367,538,2180,14,58.8
2025-07-03 20:00:00,1135,19.7,1691,116,93.8,856,88.3,4.3,9.4,1068,1175,1368,534,2173,14.1,59
2025-07-03 21:00:00,1135,19.7,1693,116,93.8,857,88.2,4.2,9.4,1069,1178,1365,535,2177,14,58.8
2025-07-03 22:00:00,1130,19.7,1692,116,93.7,857,88.2,4.3,9.4,1069,1176,1366,535,2182,14,59.2
2025-07-03 23:00:00,1132,19.8,1693,117,93.6,858,88.2,4.3,9.3,1065,1177,1367,534,2185,14,59.1
2025-07-04 00:00:00,1135,19.8,1687,116,93.6,858,88.2,4.3,9.3,1063,1182,1367,536,2184,14,59.1
2025-07-04 01:00:00,1134,19.7,1684,116,93.5,858,88.1,4.3,9.3,1061,1181,1369,535,2184,14,59.1
2025-07-04 02:00:00,1123,19.7,1681,116,93.5,858,88.1,4.3,9.4,1062,1186,1369,541,2184,14,59.1
2025-07-04 03:00:00,1124,19.6,1680,117,93.6,858,88.1,4.3,9.4,1063,1191,1368,542,2190,14.1,58.7
2025-07-04 04:00:00,1126,19.6,1676,117,93.6,857,88.1,4.3,9.5,1063,1188,1370,542,2195,14.1,58.8
2025-07-04 05:00:00,1127,19.6,1674,117,93.7,858,88,4.3,9.4,1066,1184,1371,541,2188,14,58.7
2025-07-04 06:00:00,1132,19.6,1668,117,93.8,858,88,4.3,9.4,1070,1184,1373,539,2184,14,58.6
2025-07-04 07:00:00,1128,19.5,1670,117,93.9,858,88.1,4.3,9.4,1071,1179,1373,540,2186,13.9,58.7
2025-07-04 08:00:00,1131,19.6,1670,117,93.9,858,88.2,4.3,9.4,1073,1168,1373,539,2179,13.8,58.9
2025-07-04 09:00:00,1136,19.6,1663,117,93.9,858,88.1,4.3,9.4,1072,1166,1373,541,2184,13.7,58.9
2025-07-04 10:00:00,1128,19.7,1660,117,94.1,858,88.1,4.3,9.5,1070,1174,1369,541,2182,13.8,59
2025-07-04 11:00:00,1130,19.7,1661,117,94.1,858,88.2,4.2,9.5,1073,1173,1367,541,2186,13.8,58.7
2025-07-04 12:00:00,1128,19.6,1659,117,94,857,88.2,4.2,9.5,1070,1174,1366,541,2186,13.9,58.6
2025-07-04 13:00:00,1127,19.6,1656,117,94,857,88.1,4.2,9.5,1072,1177,1363,541,2185,13.8,58.7
2025-07-04 14:00:00,1129,19.6,1656,117,94.1,858,88.1,4.2,9.5,1077,1177,1362,541,2180,13.8,58.6
2025-07-04 15:00:00,1127,19.5,1657,117,94,859,88,4.2,9.5,1079,1175,1361,545,2177,13.9,58.4
2025-07-04 16:00:00,1124,19.6,1651,116,94.1,859,88,4.2,9.5,1079,1180,1360,546,2177,13.9,58.5
2025-07-04 17:00:00,1124,19.6,1654,116,94,859,88.1,4.2,9.5,1075,1180,1361,547,2176,13.9,58.5
2025-07-04 18:00:00,1120,19.5,1650,117,93.9,858,88.2,4.2,9.6,1075,1180,1357,549,2180,14,58.3
2025-07-04 19:00:00,1116,19.6,1650,117,93.7,860,88.1,4.2,9.5,1078,1183,1358,549,2176,14,58.3
2025-07-04 20:00:00,1118,19.5,1650,118,93.5,860,88,4.3,9.5,1078,1179,1357,547,2176,14,58.5
2025-07-04 21:00:00,1114,19.5,1648,118,93.6,860,88.1,4.2,9.6,1081,1174,1352,541,2184,14,58.7
2025-07-04 22:00:00,1116,19.4,1644,117,93.4,860,88.1,4.2,9.6,1082,1168,1351,537,2188,13.9,59
2025-07-04 23:00:00,1118,19.5,1643,119,93.3,859,88.1,4.2,9.6,1083,1170,1352,538,2188,13.8,58.8
2025-07-05 00:00:00,1111,19.4,1649,119,93.2,859,88,4.2,9.5,1082,1169,1351,539,2181,13.8,58.8
2025-07-05 01:00:00,1109,19.4,1644,119,93.2,860,88,4.2,9.6,1078,1173,1350,539,2174,13.8,58.9
2025-07-05 02:00:00,1113,19.5,1651,119,93,859,87.9,4.2,9.6,1076,1173,1351,543,2177,13.8,58.9
2025-07-05 03:00:00,1109,19.5,1650,120,93,859,87.9,4.2,9.6,1075,1167,1350,543,2181,13.8,58.9
2025-07-05 04:00:00,1108,19.5,1650,120,92.9,858,87.9,4.2,9.6,1077,1166,1349,538,2171,13.9,58.9
2025-07-05 05:00:00,1109,19.4,1645,119,93,858,88,4.2,9.6,1077,1169,1346,540,2175,13.9,58.8
2025-07-05 06:00:00,1113,19.4,1642,120,93,858,88,4.2,9.6,1080,1168,1345,542,2172,14,58.4
2025-07-05 07:00:00,1112,19.4,1640,119,93,858,88,4.3,9.5,1081,1173,1349,544,2170,14,58.5
2025-07-05 08:00:00,1109,19.3,1636,119,93,858,88,4.3,9.5,1079,1171,1350,546,2174,14,58.5
2025-07-05 09:00:00,1115,19.3,1635,119,93,857,88.1,4.3,9.6,1077,1174,1350,543,2178,14,58.6
2025-07-05 10:00:00,1122,19.4,1634,119,93,857,88,4.3,9.6,1075,1167,1349,543,2178,14,58.7
2025-07-05 11:00:00,1126,19.4,1641,119,92.9,857,88,4.2,9.6,1076,1166,1348,541,2181,14.1,58.4
2025-07-05 12:00:00,1126,19.4,1636,119,93,858,87.9,4.2,9.5,1074,1165,1348,542,2179,14.1,58.3
2025-07-05 13:00:00,1123,19.5,1637,119,93,858,87.9,4.3,9.5,1071,1159,1349,545,2175,14,58.8
2025-07-05 14:00:00,1119,19.5,1638,119,92.9,858,87.9,4.3,9.5,1074,1163,1352,544,2182,14,58.8
2025-07-05 15:00:00,1122,19.5,1634,119,93,857,87.9,4.3,9.5,1075,1161,1351,546,2188,14,58.7
2025-07-05 16:00:00,1123,19.6,1636,119,93.1,858,87.9,4.3,9.6,1076,1158,1351,544,2185,14.1,58.8
2025-07-05 17:00:00,1129,19.7,1635,120,93.2,857,87.8,4.3,9.6,1073,1163,1350,544,2182,14.1,58.6
2025-07-05 18:00:00,1131,19.7,1625,119,93.3,857,87.9,4.3,9.5,1070,1164,1352,543,2187,14.3,58.3
2025-07-05 19:00:00,1125,19.6,1627,119,93.3,856,87.9,4.3,9.5,1069,1167,1353,547,2183,14.4,58.1
2025-07-05 20:00:00,1130,19.5,1623,118,93.2,856,87.9,4.3,9.5,1063,1160,1353,544,2187,14.3,58.5
2025-07-05 21:00:00,1126,19.5,1619,119,93.1,856,87.9,4.2,9.5,1066,1157,1355,545,2182,14.4,57.9
2025-07-05 22:00:00,1124,19.5,1621,119,93.1,857,87.8,4.2,9.5,1064,1165,1356,547,2181,14.4,57.8
2025-07-05 23:00:00,1125,19.5,1620,119,93.2,856,87.9,4.2,9.5,1063,1169,1354,543,2186,14.4,57.9
2025-07-06 00:00:00,1133,19.5,1624,119,93.5,857,87.9,4.2,9.4,1064,1164,1354,544,2181,14.5,57.5
2025-07-06 01:00:00,1146,19.4,1629,120,93.6,857,87.9,4.2,9.4,1063,1165,1354,545,2178,14.4,57.2
2025-07-06 02:00:00,1148,19.4,1626,120,93.5,856,87.9,4.2,9.4,1060,1161,1352,543,2180,14.4,57.4
2025-07-06 03:00:00,1147,19.5,1629,120,93.4,856,87.9,4.3,9.4,1064,1167,1351,546,2171,14.5,57.4
2025-07-06 04:00:00,1149,19.4,1626,120,93.7,856,87.8,4.3,9.4,1060,1158,1354,549,2171,14.4,57.4
2025-07-06 05:00:00,1153,19.5,1635,120,93.6,856,87.8,4.3,9.5,1053,1159,1356,550,2177,14.3,57.8
2025-07-06 06:00:00,1152,19.4,1632,120,93.6,855,87.8,4.3,9.4,1056,1160,1358,550,2181,14.4,57.4
2025-07-06 07:00:00,1159,19.4,1636,120,93.5,854,87.8,4.3,9.4,1051,1155,1359,547,2181,14.4,57.6
2025-07-06 08:00:00,1160,19.4,1640,120,93.7,854,87.8,4.3,9.4,1055,1154,1360,547,2181,14.4,57.5
2025-07-06 09:00:00,1162,19.3,1641,120,93.7,854,87.7,4.3,9.3,1056,1156,1358,547,2189,14.4,57.3
2025-07-06 10:00:00,1164,19.3,1638,120,93.7,854,87.7,4.3,9.3,1057,1149,1359,547,2195,14.5,57.3
2025-07-06 11:00:00,1166,19.3,1638,119,93.6,853,87.6,4.3,9.4,1055,1144,1356,546,2195,14.6,57.6
2025-07-06 12:00:00,1169,19.3,1629,118,93.6,853,87.7,4.3,9.4,1053,1143,1355,545,2192,14.5,57.8
2025-07-06 13:00:00,1167,19.2,1630,117,93.6,854,87.7,4.2,9.5,1052,1140,1357,545,2196,14.5,57.8
2025-07-06 14:00:00,1165,19.2,1631,117,93.7,853,87.7,4.2,9.5,1049,1138,1356,542,2202,14.6,57.9
2025-07-06 15:00:00,1160,19.2,1632,118,93.7,853,87.8,4.3,9.4,1053,1138,1357,544,2209,14.7,57.8
2025-07-06 16:00:00,1162,19.1,1620,118,93.7,853,87.8,4.3,9.4,1051,1134,1357,543,2212,14.6,57.8
2025-07-06 17:00:00,1165,19.2,1615,117,93.7,854,87.8,4.3,9.4,1052,1134,1358,543,2210,14.6,57.9
2025-07-06 18:00:00,1167,19.2,1612,118,93.6,854,87.9,4.3,9.4,1055,1135,1355,542,2201,14.5,57.8
2025-07-06 19:00:00,1174,19.1,1613,118,93.6,853,88,4.3,9.4,1052,1138,1357,544,2211,14.5,57.6
2025-07-06 20:00:00,1174,19.1,1614,117,93.6,853,88,4.2,9.4,1054,1133,1355,545,2219,14.5,57.6
2025-07-06 21:00:00,1176,19.2,1614,117,93.6,853,88,4.2,9.3,1051,1131,1352,546,2215,14.6,57.4
2025-07-06 22:00:00,1172,19.2,1616,117,93.5,853,88,4.2,9.4,1050,1133,1355,543,2216,14.6,57.7
2025-07-06 23:00:00,1170,19.2,1612,118,93.6,852,87.9,4.2,9.4,1049,1127,1355,543,2215,14.6,57.6
2025-07-07 00:00:00,1173,19.2,1615,118,93.5,852,87.9,4.2,9.3,1047,1128,1354,546,2216,14.6,57.4
2025-07-07 01:00:00,1177,19.2,1616,118,93.4,852,87.9,4.2,9.3,1047,1128,1357,546,2214,14.5,57.5
2025-07-07 02:00:00,1175,19.2,1618,118,93.4,853,87.8,4.1,9.3,1044,1117,1359,548,2217,14.5,57.4
