Time,Limestone_Proportion_Percent,Clay_Proportion_Percent,Iron_Ore_Proportion_Percent,LSF,SM_Silica_Modulus,AM_Alumina_Modulus,Raw_Mill_Feed_Rate_tph,Mill_Power_Consumption_kW,Raw_Meal_Fineness_Percent_R90um,Mill_Inlet_Temperature_C,Blending_Efficiency_Percent,Standard_Deviation_LSF_Percent
14:05:20,80.3,14.1,3.51,94.05,2.463,1.595,132.9,1873.0,11.9,100.9,88.6,0.99
14:05:25,79.2,16.2,3.41,94.71,2.611,1.647,127.4,1803.0,11.8,97.1,90.2,1.03
14:05:30,81.9,16.9,4.41,94.81,2.483,1.572,132.1,1772.0,11.2,101.5,89.9,1.11
14:05:35,81.3,15.5,3.86,95.45,2.507,1.58,125.6,1836.0,12.4,106.2,91.6,0.95
14:05:40,78.1,16.3,3.98,94.47,2.515,1.67,114.7,1762.0,11.8,101.0,90.1,1.07
14:05:45,77.7,15.1,3.86,92.72,2.505,1.533,115.5,1782.0,12.2,100.2,90.1,1.08
14:05:50,78.2,17.1,3.85,94.06,2.544,1.562,127.8,1730.0,11.9,99.9,90.5,0.97
14:05:55,79.6,15.6,4.35,95.58,2.515,1.715,121.4,1836.0,11.5,101.1,90.0,0.89
14:06:00,79.4,15.2,3.75,95.42,2.493,1.584,119.6,1772.0,11.1,99.6,91.4,1.05
14:06:05,77.9,16.5,3.64,95.97,2.497,1.648,109.8,1832.0,13.1,102.0,90.0,0.88
14:06:10,81.7,16.1,3.09,95.1,2.456,1.563,113.5,1794.0,11.8,102.1,90.4,1.02
14:06:15,78.5,16.0,3.43,95.5,2.535,1.518,123.1,1765.0,12.2,105.0,91.3,0.79
14:06:20,79.4,15.9,3.43,94.2,2.568,1.566,122.9,1843.0,12.7,96.0,91.0,1.09
14:06:25,79.5,16.7,3.68,94.96,2.531,1.582,129.1,1740.0,11.9,98.9,90.6,0.94
14:06:30,81.3,15.7,3.68,95.63,2.483,1.679,124.1,1827.0,12.3,109.1,88.8,0.98
14:06:35,80.9,16.4,3.04,95.45,2.45,1.628,123.2,1787.0,11.8,94.6,89.6,0.9
14:06:40,77.8,15.3,3.54,94.55,2.516,1.648,121.1,1788.0,12.5,99.0,89.4,1.02
14:06:45,77.9,15.9,3.54,94.95,2.517,1.588,121.1,1764.0,11.5,102.3,89.9,1.1
14:06:50,80.3,14.6,3.53,94.99,2.483,1.535,119.4,1715.0,11.5,100.4,90.0,0.85
14:06:55,80.7,16.0,3.82,95.62,2.464,1.675,123.7,1792.0,11.2,98.4,90.6,0.91
14:07:00,80.6,16.0,3.43,95.17,2.505,1.576,132.1,1826.0,11.8,99.1,89.4,0.97
14:07:05,80.7,15.6,3.48,94.08,2.479,1.677,120.1,1768.0,12.5,101.3,91.9,0.94
14:07:10,81.6,15.5,3.67,95.49,2.476,1.587,129.6,1848.0,11.7,106.8,92.8,0.97
14:07:15,81.2,16.8,3.04,94.96,2.531,1.618,124.4,1874.0,12.6,105.1,90.1,1.09
14:07:20,81.6,15.2,3.55,95.91,2.508,1.624,136.5,1766.0,12.8,103.2,89.4,1.03
14:07:25,80.7,15.8,3.22,95.65,2.53,1.794,137.3,1848.0,12.0,97.2,89.3,0.93
14:07:30,83.2,16.3,3.19,94.88,2.553,1.548,121.3,1799.0,12.8,104.0,91.5,0.93
14:07:35,81.2,15.5,3.61,95.36,2.494,1.52,124.3,1813.0,11.5,104.0,88.2,0.88
14:07:40,79.9,15.7,2.94,94.89,2.536,1.474,126.2,1795.0,12.8,97.1,89.6,0.92
14:07:45,81.2,16.3,3.94,94.5,2.517,1.657,120.3,1864.0,12.1,96.2,90.3,0.83
14:07:50,79.1,15.3,3.71,95.28,2.474,1.62,118.9,1772.0,11.7,99.1,91.6,0.99
14:07:55,80.5,16.5,3.41,95.43,2.529,1.629,113.1,1854.0,12.1,101.7,91.6,0.97
14:08:00,80.5,16.4,3.65,95.1,2.514,1.603,132.1,1811.0,12.2,98.1,89.5,1.05
14:08:05,80.9,16.6,3.3,94.88,2.499,1.586,133.4,1771.0,12.6,99.4,88.6,1.04
14:08:10,78.6,15.8,3.12,94.78,2.541,1.551,128.5,1777.0,12.0,102.5,92.0,0.77
14:08:15,81.4,16.6,3.24,95.55,2.53,1.569,123.6,1770.0,12.1,97.3,88.4,0.95
14:08:20,79.8,16.1,3.08,94.35,2.525,1.508,112.4,1900.0,12.6,97.2,90.7,1.04
14:08:25,81.4,15.5,3.67,95.28,2.482,1.621,126.2,1810.0,11.9,97.6,91.0,1.05
14:08:30,80.1,16.2,3.09,95.8,2.488,1.667,126.9,1809.0,11.5,96.9,89.0,0.93
14:08:35,80.3,15.3,3.31,94.91,2.467,1.628,124.9,1745.0,11.5,96.6,88.9,0.98
14:08:40,79.7,16.4,3.44,94.59,2.518,1.633,124.0,1834.0,11.7,91.6,88.8,1.07
14:08:45,79.6,16.3,3.4,95.94,2.505,1.534,135.9,1850.0,11.9,99.5,90.7,1.14
14:08:50,80.5,15.6,3.72,94.33,2.533,1.55,129.3,1762.0,12.6,102.6,90.6,1.05
14:08:55,79.6,16.1,4.34,93.23,2.523,1.563,127.4,1882.0,11.6,96.7,90.5,0.84
14:09:00,78.0,15.8,3.73,95.21,2.458,1.581,133.3,1809.0,12.7,98.8,90.2,0.87
14:09:05,79.9,16.7,3.5,95.33,2.428,1.479,128.6,1773.0,11.9,96.3,92.3,0.97
14:09:10,76.9,16.2,3.78,93.95,2.475,1.699,127.0,1828.0,10.8,100.6,89.6,1.11
14:09:15,78.7,16.6,4.15,95.7,2.5,1.609,133.0,1838.0,11.3,97.5,89.1,0.81
14:09:20,78.8,15.9,3.05,95.35,2.527,1.614,137.5,1775.0,11.6,103.3,91.4,1.0
14:09:25,80.7,18.0,3.45,94.87,2.574,1.607,131.4,1897.0,12.4,102.9,89.6,0.98
14:09:30,83.1,17.1,4.0,94.69,2.509,1.683,126.3,1855.0,13.0,100.9,91.0,0.93
14:09:35,79.5,15.2,3.27,93.87,2.477,1.601,120.0,1818.0,11.7,103.2,89.8,0.8
14:09:40,80.4,16.6,3.37,95.2,2.535,1.583,122.4,1767.0,11.1,101.0,91.2,0.99
14:09:45,81.5,15.8,3.02,95.06,2.434,1.701,117.4,1753.0,11.3,105.0,89.3,0.99
14:09:50,80.3,16.0,2.64,94.88,2.467,1.506,126.1,1802.0,10.9,98.7,90.9,0.96
14:09:55,78.0,15.7,3.7,94.92,2.454,1.623,125.3,1851.0,11.1,102.0,88.1,1.14
14:10:00,79.2,16.3,3.13,94.28,2.527,1.611,129.6,1806.0,12.3,99.4,89.7,1.1
14:10:05,80.6,14.9,3.74,94.03,2.456,1.545,120.0,1819.0,12.6,101.4,88.8,0.9
14:10:10,80.7,15.5,3.31,94.9,2.537,1.579,126.9,1823.0,11.7,97.9,90.1,1.09
14:10:15,82.5,15.5,3.44,94.63,2.535,1.563,124.2,1868.0,11.1,98.0,90.1,1.05
14:10:20,80.5,15.7,3.62,95.05,2.462,1.637,122.9,1748.0,12.0,90.7,89.9,0.9
14:10:25,81.9,14.5,3.73,94.19,2.419,1.58,126.7,1768.0,11.6,100.3,88.9,1.03
14:10:30,79.1,15.5,3.91,95.94,2.472,1.569,124.8,1856.0,11.6,103.6,91.3,0.94
14:10:35,77.2,15.9,3.12,96.06,2.503,1.398,133.6,1793.0,12.8,101.0,89.8,0.94
14:10:40,80.1,15.5,3.12,94.88,2.538,1.615,129.9,1797.0,11.9,103.7,90.6,0.97
14:10:45,83.0,15.6,4.29,95.44,2.489,1.553,127.1,1928.0,11.8,103.2,90.8,0.92
14:10:50,79.1,16.1,4.01,94.92,2.515,1.698,114.4,1872.0,11.8,97.9,89.4,0.9
14:10:55,82.5,17.0,3.45,94.45,2.491,1.663,131.3,1801.0,11.8,103.2,91.3,1.04
14:11:00,81.1,16.6,3.06,95.29,2.479,1.661,121.7,1771.0,12.2,101.2,89.6,1.1
14:11:05,79.7,16.5,3.18,94.91,2.525,1.391,125.1,1820.0,10.9,97.0,90.0,1.14
14:11:10,79.7,17.6,3.63,94.36,2.536,1.637,125.9,1849.0,13.1,99.6,89.6,1.06
14:11:15,80.7,16.0,3.87,96.14,2.562,1.583,129.5,1857.0,13.1,96.5,90.4,1.09
14:11:20,77.8,16.7,3.17,94.75,2.527,1.62,126.5,1856.0,12.8,105.8,91.3,0.96
14:11:25,79.9,16.1,3.04,94.71,2.446,1.644,126.2,1791.0,11.7,111.2,89.9,1.03
14:11:30,80.7,14.9,4.0,95.18,2.531,1.558,122.8,1779.0,12.0,98.9,90.4,1.11
14:11:35,80.3,16.2,3.68,95.75,2.456,1.64,115.1,1786.0,12.0,101.8,90.5,1.01
14:11:40,80.5,16.2,3.06,94.77,2.561,1.607,126.7,1795.0,12.6,100.5,90.1,1.2
14:11:45,80.3,15.1,3.35,94.64,2.54,1.695,121.7,1893.0,11.5,103.6,90.6,1.0
14:11:50,80.3,15.0,4.05,95.0,2.543,1.603,127.1,1768.0,11.8,92.6,91.5,0.95
14:11:55,79.9,16.1,3.28,96.24,2.499,1.653,121.1,1847.0,11.9,104.4,88.8,1.08
14:12:00,78.3,15.3,3.77,95.75,2.554,1.592,116.5,1837.0,12.0,103.4,91.4,1.15
14:12:05,80.9,16.9,3.37,94.69,2.47,1.66,126.5,1793.0,10.9,95.5,90.5,0.85
14:12:10,79.8,16.1,3.97,95.46,2.581,1.509,120.9,1908.0,11.7,95.7,88.6,1.03
14:12:15,80.0,15.5,3.62,94.98,2.462,1.546,125.1,1794.0,10.9,96.5,89.4,0.97
14:12:20,80.6,16.7,3.38,94.42,2.481,1.537,130.7,1784.0,12.3,101.5,88.9,1.02
14:12:25,78.6,15.0,3.75,95.44,2.45,1.528,125.3,1836.0,11.1,97.6,91.2,0.92
14:12:30,80.1,16.7,3.25,95.57,2.523,1.619,112.6,1811.0,12.0,102.5,90.4,1.0
14:12:35,80.9,17.2,4.04,94.21,2.465,1.649,129.8,1760.0,12.3,105.8,90.1,1.13
14:12:40,80.3,16.1,3.53,95.63,2.472,1.528,115.8,1812.0,12.0,106.3,89.6,1.03
14:12:45,80.8,15.5,3.66,94.05,2.536,1.554,132.5,1761.0,11.1,109.3,90.3,0.85
14:12:50,78.3,16.8,3.76,95.01,2.513,1.663,127.8,1801.0,12.9,100.8,89.5,1.03
14:12:55,80.4,16.9,3.15,95.01,2.413,1.547,119.6,1866.0,11.2,105.1,91.4,1.05
14:13:00,79.9,15.7,3.31,95.09,2.399,1.63,134.4,1791.0,13.3,96.5,90.6,1.16
14:13:05,79.1,15.7,3.77,94.74,2.435,1.646,125.3,1780.0,12.0,103.4,92.1,0.94
14:13:10,79.6,16.1,3.58,96.38,2.537,1.591,120.9,1782.0,11.7,101.9,90.9,0.93
14:13:15,80.1,15.1,3.87,93.88,2.466,1.659,126.0,1833.0,12.3,101.2,88.8,1.02
14:13:20,80.1,17.5,3.46,94.96,2.568,1.669,132.3,1834.0,11.8,103.8,89.7,0.8
14:13:25,81.8,16.3,3.52,93.83,2.498,1.563,126.6,1777.0,11.6,103.7,89.0,0.87
14:13:30,79.9,14.9,3.32,94.86,2.501,1.646,119.8,1868.0,12.1,101.2,89.0,1.09
14:13:35,81.1,14.2,4.02,95.28,2.504,1.592,127.0,1762.0,12.3,104.0,88.7,1.12
14:13:40,80.1,13.7,3.67,95.14,2.53,1.672,124.9,1792.0,11.5,108.8,89.9,0.9
14:13:45,79.2,16.8,3.77,94.67,2.574,1.518,117.5,1781.0,11.7,101.5,90.4,1.05
14:13:50,79.7,15.4,3.42,94.94,2.488,1.592,126.6,1828.0,12.0,102.8,89.8,0.88
14:13:55,79.4,14.5,4.11,95.25,2.445,1.56,119.9,1878.0,11.3,102.6,88.1,0.92
14:14:00,80.7,15.4,2.77,94.99,2.492,1.628,121.0,1801.0,10.9,102.2,89.1,0.89
14:14:05,80.7,16.6,3.02,95.18,2.486,1.709,112.8,1825.0,13.0,97.2,90.9,0.93
14:14:10,78.2,17.0,3.99,94.91,2.562,1.616,119.9,1875.0,11.5,108.6,91.8,0.87
14:14:15,79.8,16.1,4.16,94.17,2.538,1.617,128.5,1870.0,11.7,99.3,90.6,1.01
14:14:20,80.9,14.5,3.14,94.62,2.477,1.529,121.9,1768.0,12.5,99.7,89.3,1.06
14:14:25,79.3,16.8,3.5,94.62,2.493,1.633,125.2,1801.0,12.7,110.4,91.1,0.91
14:14:30,80.1,15.4,3.56,95.79,2.557,1.641,114.7,1720.0,11.3,92.1,88.9,0.95
14:14:35,81.0,17.9,3.84,94.11,2.507,1.586,115.6,1887.0,12.1,97.1,89.7,0.99
14:14:40,79.5,15.1,3.42,94.7,2.488,1.545,125.9,1806.0,11.5,102.2,89.9,1.26
14:14:45,81.2,16.2,3.12,94.53,2.496,1.525,122.0,1840.0,12.4,102.5,89.3,0.91
14:14:50,80.3,15.5,3.71,95.73,2.514,1.566,117.4,1757.0,12.3,100.4,88.8,1.03
14:14:55,81.0,16.8,3.37,94.76,2.513,1.573,120.0,1762.0,11.0,99.1,92.0,1.13
14:15:00,81.0,15.8,3.49,94.73,2.421,1.648,135.4,1834.0,12.6,103.1,89.4,1.06
14:15:05,78.5,15.9,3.71,95.08,2.468,1.74,122.7,1897.0,11.9,97.6,89.5,0.94
14:15:10,81.7,16.3,2.92,94.67,2.471,1.626,131.2,1797.0,11.8,97.0,90.9,1.11
14:15:15,81.9,14.2,3.04,94.63,2.505,1.534,116.1,1767.0,11.1,108.3,89.5,0.92
14:15:20,79.9,16.6,3.84,94.67,2.43,1.673,136.0,1778.0,11.8,101.7,91.4,0.78
14:15:25,81.4,16.7,3.97,94.81,2.528,1.597,116.9,1786.0,12.0,99.8,89.9,0.92
14:15:30,80.2,15.7,3.25,95.26,2.534,1.692,124.8,1757.0,11.8,98.2,89.8,0.99
14:15:35,80.6,16.7,3.77,94.72,2.513,1.601,127.5,1811.0,12.6,108.1,90.7,1.12
14:15:40,82.1,15.7,3.37,95.44,2.507,1.608,130.2,1816.0,12.6,96.4,90.4,0.79
14:15:45,80.8,14.9,3.27,95.13,2.525,1.685,128.8,1845.0,11.6,96.6,91.2,1.1
14:15:50,79.2,14.3,3.57,94.54,2.519,1.6,134.3,1769.0,10.8,103.5,91.6,0.92
14:15:55,79.8,16.8,3.7,95.49,2.474,1.6,119.4,1792.0,11.8,104.2,90.8,1.09
14:16:00,79.5,14.5,3.35,95.14,2.476,1.572,118.5,1724.0,12.0,100.9,89.9,1.02
14:16:05,79.4,15.6,3.28,95.39,2.475,1.546,126.6,1785.0,11.5,99.3,88.8,1.18
14:16:10,80.3,16.0,3.46,94.89,2.508,1.537,122.6,1737.0,11.4,96.2,89.2,0.95
14:16:15,79.7,15.4,2.99,94.21,2.459,1.553,118.4,1765.0,12.6,107.2,90.1,1.03
14:16:20,80.7,15.5,3.65,94.65,2.492,1.673,119.6,1830.0,12.4,104.8,89.4,0.84
14:16:25,80.6,14.4,3.09,94.49,2.487,1.608,122.5,1792.0,11.4,99.2,88.4,1.03
14:16:30,80.6,15.7,3.56,95.37,2.47,1.61,117.1,1736.0,13.2,100.3,91.0,1.19
14:16:35,79.8,16.6,3.82,94.21,2.438,1.702,123.5,1755.0,12.2,94.4,89.3,1.12
14:16:40,80.6,15.0,3.85,94.35,2.508,1.668,130.0,1815.0,12.1,102.0,91.8,0.72
14:16:45,80.0,16.0,3.49,95.12,2.438,1.519,120.3,1835.0,11.8,98.4,89.0,1.09
14:16:50,80.3,16.3,3.4,94.96,2.455,1.617,117.1,1839.0,11.5,103.2,89.6,1.0
14:16:55,79.7,16.2,3.95,94.81,2.52,1.59,123.4,1760.0,11.7,96.8,89.5,1.08
14:17:00,79.3,15.8,3.78,94.76,2.461,1.595,121.6,1743.0,11.8,94.5,90.1,0.99
14:17:05,79.4,15.2,4.15,95.22,2.477,1.595,119.9,1808.0,12.0,100.2,88.6,1.21
14:17:10,81.4,13.6,3.43,93.79,2.564,1.558,117.3,1765.0,11.6,100.4,88.5,1.04
14:17:15,82.0,17.3,3.1,94.67,2.541,1.645,119.6,1790.0,11.7,103.2,91.1,0.98
14:17:20,79.8,14.6,3.2,94.4,2.538,1.492,119.3,1857.0,12.1,107.0,90.0,1.14
14:17:25,79.9,15.3,3.64,95.48,2.512,1.654,125.7,1816.0,12.0,105.8,90.3,0.89
14:17:30,77.5,15.8,3.15,95.89,2.49,1.646,131.2,1808.0,11.8,101.3,90.2,0.99
14:17:35,79.8,15.3,3.27,95.13,2.445,1.573,122.7,1740.0,12.5,99.5,90.5,1.07
14:17:40,78.4,17.0,3.64,95.28,2.485,1.484,116.2,1815.0,11.5,98.6,91.9,0.88
14:17:45,81.4,16.5,3.08,94.26,2.457,1.611,123.0,1765.0,12.6,96.5,89.8,0.99
14:17:50,78.4,15.6,3.51,95.82,2.485,1.624,133.8,1749.0,12.8,101.9,91.1,1.08
14:17:55,81.0,15.1,3.3,94.87,2.533,1.544,124.5,1821.0,11.9,104.7,91.2,0.99
14:18:00,82.1,15.6,3.57,95.55,2.451,1.604,118.3,1801.0,12.2,97.3,89.7,0.89
14:18:05,80.6,16.2,3.04,94.68,2.459,1.67,126.2,1777.0,12.2,107.2,91.0,1.05
14:18:10,78.6,16.8,3.16,94.22,2.537,1.597,121.2,1890.0,12.1,95.2,88.8,0.98
14:18:15,79.7,14.4,3.51,94.83,2.463,1.693,134.4,1820.0,11.3,102.4,88.9,0.83
14:18:20,79.8,16.2,3.16,95.12,2.506,1.565,124.7,1796.0,11.0,106.0,90.6,0.94
14:18:25,80.8,14.8,3.14,95.78,2.532,1.574,123.1,1909.0,12.9,97.9,90.9,0.95
14:18:30,77.8,17.0,4.14,94.78,2.44,1.601,128.9,1768.0,11.6,104.3,91.2,0.89
14:18:35,78.8,17.0,3.4,94.36,2.499,1.617,124.2,1823.0,12.4,100.5,89.9,0.83
14:18:40,82.6,15.8,3.22,95.21,2.523,1.589,121.7,1731.0,10.9,91.8,92.3,1.1
14:18:45,81.7,16.0,3.56,94.54,2.517,1.607,125.3,1798.0,12.1,100.0,90.6,0.92
14:18:50,80.1,16.8,3.21,95.94,2.473,1.612,115.4,1850.0,12.0,101.9,89.2,1.1
14:18:55,78.8,15.9,3.53,94.67,2.492,1.6,119.9,1756.0,13.3,107.1,89.2,0.96
14:19:00,79.6,15.5,3.65,95.24,2.487,1.601,110.6,1773.0,11.2,104.5,89.7,0.82
14:19:05,81.0,15.6,3.77,94.7,2.558,1.597,122.2,1757.0,11.1,101.3,90.8,0.95
14:19:10,79.9,16.2,3.7,95.13,2.44,1.571,118.1,1747.0,11.2,96.2,90.5,1.1
14:19:15,79.9,15.2,3.8,94.85,2.459,1.75,129.9,1752.0,12.6,93.0,90.8,1.16
14:19:20,81.9,16.1,3.51,94.85,2.549,1.529,121.8,1726.0,11.5,95.1,90.1,0.93
14:19:25,80.5,16.8,3.31,94.28,2.505,1.726,126.6,1773.0,11.3,99.4,88.6,0.92
14:19:30,79.3,16.5,3.82,94.8,2.526,1.511,125.3,1743.0,12.5,102.5,91.5,1.05
14:19:35,81.2,18.2,3.46,94.99,2.509,1.608,138.4,1772.0,11.8,99.7,89.5,1.11
14:19:40,80.0,15.6,3.69,95.44,2.514,1.596,119.7,1849.0,11.7,93.4,89.5,1.05
14:19:45,79.2,16.8,3.13,95.78,2.504,1.572,127.7,1824.0,13.0,103.1,90.5,1.07
14:19:50,80.3,15.1,3.42,94.5,2.484,1.597,117.5,1760.0,12.4,104.7,90.6,1.05
14:19:55,82.0,16.3,3.26,94.59,2.525,1.497,122.1,1813.0,12.6,105.2,91.9,0.97
14:20:00,81.0,16.9,3.43,95.22,2.476,1.595,122.6,1807.0,11.9,101.4,88.4,1.11
14:20:05,80.3,16.0,3.65,94.39,2.508,1.698,130.2,1782.0,12.3,95.7,89.7,0.93
14:20:10,79.2,15.3,3.68,94.0,2.469,1.645,129.5,1814.0,11.9,98.9,91.0,1.08
14:20:15,81.8,15.0,3.56,95.26,2.486,1.631,119.6,1792.0,12.2,93.9,90.7,1.09
14:20:20,80.9,15.7,3.42,93.9,2.503,1.569,123.8,1779.0,11.8,108.6,90.5,0.94
14:20:25,79.7,17.0,3.53,94.82,2.494,1.523,130.9,1793.0,12.6,98.6,90.5,0.89
14:20:30,81.5,14.6,3.92,95.34,2.512,1.682,132.8,1778.0,11.2,93.8,89.9,0.95
14:20:35,81.7,15.8,3.56,94.62,2.538,1.598,132.4,1775.0,12.4,94.7,90.1,1.05
14:20:40,78.4,16.1,3.01,95.04,2.435,1.526,116.2,1741.0,11.7,93.0,90.6,0.85
14:20:45,78.1,14.8,3.28,94.6,2.605,1.635,121.8,1866.0,12.0,104.4,90.5,1.03
14:20:50,79.9,16.8,3.29,94.18,2.435,1.663,124.0,1746.0,11.5,103.0,90.4,1.01
14:20:55,80.9,16.4,3.81,94.78,2.546,1.55,119.8,1788.0,12.4,98.7,91.0,1.03
14:21:00,80.2,16.7,3.28,94.28,2.534,1.568,122.4,1878.0,12.3,94.0,92.2,0.96
14:21:05,81.5,17.2,3.35,94.41,2.537,1.545,123.0,1755.0,11.5,111.2,91.9,0.96
14:21:10,81.7,16.5,3.44,95.11,2.54,1.579,122.7,1802.0,12.3,101.0,89.2,0.97
14:21:15,78.9,17.1,3.47,93.89,2.48,1.526,130.1,1807.0,11.4,106.2,89.7,1.2
14:21:20,79.4,15.2,3.56,94.63,2.497,1.625,129.0,1863.0,13.3,99.9,90.8,1.08
14:21:25,79.2,16.2,3.03,95.27,2.485,1.521,113.1,1803.0,12.1,103.5,88.2,1.1
14:21:30,79.3,16.2,3.53,95.89,2.51,1.72,126.9,1826.0,12.3,99.3,91.0,1.05
14:21:35,79.8,14.4,3.63,94.74,2.529,1.499,129.4,1795.0,12.9,97.1,89.6,0.99
14:21:40,79.5,17.2,3.54,95.32,2.428,1.47,125.2,1748.0,11.6,99.6,89.6,1.0
14:21:45,79.9,16.3,3.39,94.09,2.488,1.537,118.1,1758.0,12.1,96.8,90.8,1.12
14:21:50,78.4,15.6,3.18,95.88,2.472,1.589,127.7,1831.0,11.1,101.4,91.0,0.98
14:21:55,82.5,16.6,3.69,95.4,2.478,1.511,122.1,1816.0,11.5,108.4,89.9,1.0
14:22:00,79.5,16.6,3.32,94.94,2.491,1.622,134.4,1869.0,11.4,99.6,91.7,0.87
14:22:05,80.2,16.7,2.95,95.82,2.512,1.546,120.0,1852.0,12.2,98.2,90.2,1.11
14:22:10,81.7,16.0,2.76,94.18,2.531,1.699,126.3,1815.0,11.9,97.5,91.3,1.1
14:22:15,79.1,15.9,3.52,96.24,2.516,1.54,133.8,1824.0,12.8,101.4,88.9,0.99
14:22:20,82.4,17.7,3.61,95.41,2.551,1.623,130.5,1818.0,11.2,101.5,90.8,1.09
14:22:25,80.5,16.5,3.17,95.89,2.515,1.636,132.9,1802.0,12.1,102.1,88.8,1.0
14:22:30,80.8,15.7,3.83,94.44,2.522,1.563,118.9,1744.0,11.0,97.3,89.9,0.89
14:22:35,81.1,16.0,3.6,94.25,2.577,1.709,124.3,1814.0,12.3,101.8,91.6,1.04
14:22:40,80.4,16.1,3.55,94.87,2.51,1.66,130.5,1824.0,11.0,102.1,89.1,1.06
14:22:45,79.6,14.6,3.12,95.16,2.519,1.497,120.8,1809.0,12.5,105.6,90.0,1.06
14:22:50,81.0,14.9,3.26,94.54,2.544,1.545,121.4,1819.0,10.4,96.4,91.3,0.99
14:22:55,79.8,16.1,3.22,94.72,2.502,1.531,127.8,1796.0,10.6,93.3,91.6,0.78
14:23:00,80.6,18.0,3.43,95.25,2.484,1.694,131.5,1793.0,12.5,95.3,89.2,1.07
14:23:05,78.0,16.0,3.49,95.85,2.484,1.491,119.9,1799.0,12.3,102.4,90.4,0.88
14:23:10,80.5,15.6,3.47,94.86,2.424,1.687,124.0,1818.0,12.2,99.0,90.2,0.94
14:23:15,81.5,15.4,3.88,95.8,2.513,1.704,121.8,1715.0,12.0,103.0,90.2,1.11
14:23:20,81.8,17.6,3.97,94.38,2.463,1.443,130.7,1863.0,12.1,103.0,88.8,0.96
14:23:25,79.8,16.7,3.21,94.3,2.496,1.667,132.1,1835.0,11.8,102.1,89.5,1.05
14:23:30,79.7,15.5,3.19,95.38,2.446,1.644,132.9,1832.0,12.6,97.6,89.5,0.9
14:23:35,78.6,14.9,3.49,95.8,2.472,1.522,121.5,1829.0,12.8,102.4,89.7,1.0
14:23:40,79.5,16.9,3.34,94.32,2.529,1.641,130.5,1776.0,12.5,97.5,87.8,1.01
14:23:45,78.4,17.0,3.43,94.34,2.513,1.625,116.6,1714.0,12.1,102.3,89.8,1.16
14:23:50,81.4,16.1,3.82,95.2,2.514,1.59,127.9,1751.0,11.9,98.9,89.3,1.1
14:23:55,81.8,15.5,3.76,94.77,2.437,1.657,126.5,1792.0,11.6,107.9,89.9,1.01
14:24:00,78.4,16.6,3.57,95.38,2.492,1.608,127.1,1774.0,12.6,99.5,90.9,0.88
14:24:05,79.8,16.3,4.02,96.18,2.497,1.494,122.2,1752.0,12.5,100.0,87.8,1.08
14:24:10,81.0,14.7,3.63,94.7,2.489,1.588,130.6,1871.0,12.8,100.6,88.6,1.06
14:24:15,79.1,16.1,3.7,96.14,2.474,1.535,135.2,1807.0,11.7,103.1,90.4,1.09
14:24:20,79.2,16.7,3.37,95.33,2.47,1.658,124.5,1799.0,13.0,104.0,90.6,1.06
14:24:25,79.2,15.9,3.88,95.12,2.443,1.542,121.4,1782.0,11.8,99.4,90.2,0.85
14:24:30,80.0,15.6,3.43,94.85,2.502,1.517,128.0,1795.0,11.7,91.2,89.3,1.04
14:24:35,80.5,14.6,2.8,94.9,2.501,1.705,122.8,1798.0,11.4,91.7,89.2,0.94
14:24:40,79.0,15.4,3.69,96.32,2.436,1.546,127.1,1791.0,12.6,99.9,90.4,1.11
14:24:45,80.9,15.7,3.28,95.56,2.474,1.606,128.3,1771.0,12.0,101.1,89.7,0.97
14:24:50,79.6,15.7,3.95,93.72,2.51,1.526,117.8,1799.0,13.0,96.1,88.6,0.96
14:24:55,79.3,17.3,3.74,96.24,2.482,1.673,125.7,1808.0,11.5,93.9,90.8,0.94
14:25:00,78.9,15.6,3.64,95.26,2.497,1.699,127.4,1815.0,12.8,102.5,90.6,0.98
14:25:05,79.3,14.5,3.95,94.51,2.524,1.576,118.0,1799.0,12.6,90.9,89.0,0.92
14:25:10,79.7,16.2,3.57,94.89,2.498,1.532,118.5,1727.0,11.2,100.6,89.0,0.99
14:25:15,81.8,15.1,3.23,96.19,2.492,1.607,143.3,1775.0,13.5,104.4,90.8,1.12
14:25:20,77.4,16.0,3.15,94.27,2.539,1.51,121.7,1800.0,11.5,102.8,89.6,1.06
14:25:25,80.2,15.6,3.52,95.05,2.42,1.575,124.8,1799.0,11.2,96.3,90.1,1.09
14:25:30,81.2,15.3,3.67,94.88,2.556,1.603,128.1,1779.0,11.0,101.7,90.6,0.76
14:25:35,80.8,13.9,3.57,94.92,2.545,1.486,126.9,1810.0,11.5,100.2,88.5,1.2
14:25:40,80.5,15.5,3.2,95.48,2.494,1.605,119.7,1804.0,12.9,100.4,89.6,1.19
14:25:45,80.2,17.1,3.88,95.79,2.518,1.629,128.0,1811.0,12.8,97.1,90.0,0.85
14:25:50,82.1,15.8,3.81,94.81,2.542,1.651,127.6,1803.0,12.2,98.2,90.5,0.97
14:25:55,80.7,15.9,3.5,95.42,2.516,1.573,133.3,1800.0,11.8,99.4,90.6,0.9
14:26:00,81.6,17.2,3.13,95.14,2.487,1.583,125.8,1783.0,12.0,107.1,90.8,0.99
14:26:05,80.0,17.1,3.88,94.91,2.498,1.735,127.7,1790.0,12.9,101.3,90.4,1.07
14:26:10,81.6,15.5,3.38,94.98,2.443,1.644,128.2,1785.0,12.3,95.6,91.2,0.98
