Time,Burning_Zone_Temperature_C,Material_Temperature_C,Flame_Temperature_C,Kiln_Rotation_Speed_RPM,Primary_Fuel_Flow_tph,Primary_Air_Flow_Nm3h,Secondary_Air_Temperature_C,Shell_Temperature_Zone1_C,Shell_Temperature_Zone2_C,Shell_Temperature_Zone3_C,Kiln_Filling_Degree_Percent,Kiln_Drive_Power_kW,Kiln_Exit_O2_Percent,NOx_Emissions_mg_Nm3,Free_Lime_Content_Percent
10:57:25,1442.9,1393.8,1887,2.91,10.38,17982,905.2,282.1,326.6,377.5,14.9,1001,2.06,662,1.45
10:57:30,1435.4,1386.2,1907.5,3.04,9.55,18299,957.6,273.4,325,377,13.5,996,2.35,539,1.32
10:57:35,1445.9,1396.7,1924.9,3.02,10.28,18459,936.5,277.5,316.6,380.3,15.6,1016,2.21,635,1.32
10:57:40,1440.1,1391,1867.2,3.01,9.53,17377,948.3,282,324.3,367.4,14.5,1032,2.13,609,1.34
10:57:45,1442.8,1393.6,1887.2,2.88,9.73,17288,921.8,270.6,319.5,370.9,15.2,979,2.27,563,1.06
10:57:50,1447.1,1397.9,1880.7,2.85,9.7,17285,959.3,275.8,313.8,370.8,14.3,969,2.09,598,1.2
10:57:55,1440.6,1391.5,1914.6,3.1,10.4,17626,920.2,283.3,316.8,376.6,14.2,974,2.23,595,1.2
10:58:00,1434.3,1385.1,1888.7,3.03,9.77,16936,972.7,275.9,326.4,376.3,16.1,1006,2.28,577,1.19
10:58:05,1439.4,1390.2,1900.9,2.67,9.98,17278,930.4,275.2,327.5,371.2,16.5,939,2.24,519,1.25
10:58:10,1440.8,1391.6,1918,3.17,9.92,17688,1005.7,273.2,326.3,374.5,15.6,1038,2.28,562,1.32
10:58:15,1443.4,1394.3,1910.9,2.99,10.25,17967,989.1,275,325.6,374.9,14.8,977,2.41,586,0.96
10:58:20,1436.1,1386.9,1901.4,2.97,9.37,18165,932.2,271.4,317.8,373.9,15.4,993,2.38,586,1.19
10:58:25,1442.2,1393,1894.9,2.97,9.34,17841,957.2,278.4,326.4,374.5,14.2,1059,2.47,593,1.01
10:58:30,1437,1387.8,1885.8,2.96,10.59,16560,1001.7,275.5,331,376.5,14.4,955,2.31,618,1.4
10:58:35,1443.4,1394.2,1926.5,3.02,10.61,17549,957.2,280.4,329.6,376.7,14.7,992,2.45,608,1.12
10:58:40,1433.1,1383.9,1878.6,3.12,9.82,17693,918.7,268.5,319.9,378.9,15,956,2.32,596,1.12
10:58:45,1442.8,1393.6,1922.5,2.92,10.41,17705,932.6,276.7,326.6,371.4,15.6,1052,2.51,648,1.23
10:58:50,1444,1394.8,1892.4,2.96,10.42,17742,926.1,279.8,327.9,381.5,16.3,957,2.18,663,1.3
10:58:55,1447,1397.9,1877.4,2.99,9.67,16516,888.8,271.1,324,373.4,14.9,1016,2.08,528,1.01
10:59:00,1441.3,1392.1,1891.1,2.94,9.61,17278,968,277,319.3,373.8,14,1036,2.24,636,1.3
10:59:05,1435.1,1385.9,1902.4,3.17,9.5,18176,955.5,284.2,325.3,381,12.6,1033,2.17,587,1.1
10:59:10,1439.4,1390.2,1877,3.07,10.45,16131,1012.4,270.5,330.6,374.4,15,950,2.41,578,1.03
10:59:15,1445.9,1396.7,1895.3,3.18,10.18,17134,996.2,276.8,336,385.5,16.4,1020,2.13,612,1.31
10:59:20,1441.1,1391.9,1894.1,3.16,10.25,17042,926.8,270.4,332.9,384.2,15,1048,2.33,575,1.37
10:59:25,1443.5,1394.3,1885.6,3.05,10,16841,964.4,274.2,319.6,382,14.6,955,2.23,568,1.29
10:59:30,1446.3,1397.1,1922.5,3.03,10.37,18031,989.5,273.5,323.6,377,14.6,982,2.29,555,0.82
10:59:35,1442.5,1393.3,1881.4,2.89,9.63,17497,931.8,270.1,318.2,374.5,16,958,2.22,620,1.1
10:59:40,1441.5,1392.4,1904.5,2.99,9.48,17510,994.7,270.5,328.5,369.5,15.5,1093,2.06,549,1.44
10:59:45,1444.1,1394.9,1906.7,2.91,10.54,17162,899,278,328.2,372.6,18.4,965,2.29,605,1.15
10:59:50,1443.8,1394.6,1866.3,3.19,9.29,17643,933.3,272.8,323.7,381.8,15,1009,2.27,613,1.24
10:59:55,1442.1,1392.9,1916.9,2.92,9.57,17506,930.3,271.4,320.9,376.3,15.5,971,2.27,600,1.49
11:00:00,1437.8,1388.6,1915.6,2.96,10.54,17210,973.9,278.4,320,373.2,13.9,1015,2.46,617,1.26
11:00:05,1443.6,1394.4,1917.7,2.98,9.9,17639,955.9,272.8,323.5,376.5,14.9,962,2.29,564,1.3
11:00:10,1440,1390.8,1884.7,3,10.47,17084,967.4,272.5,325.9,369,15.5,1006,2.29,611,1.22
11:00:15,1439.6,1390.4,1892.3,2.99,10.1,17523,972.4,280.8,319.8,374,16.7,1017,2.59,537,1.2
11:00:20,1439.2,1390,1874.4,3.15,9.72,17878,933.3,272.7,328.8,380.8,15.2,1035,2.32,546,1.29
11:00:25,1450,1400.8,1903.8,3.04,9.89,19032,934.6,280.7,321.5,368.7,17.1,920,2.28,549,1.22
11:00:30,1445.6,1396.4,1921.8,2.87,10.26,18439,1005.6,270.1,330.7,370.3,16.4,965,2.33,590,1.26
11:00:35,1442.4,1393.2,1929.3,3.04,9.62,18063,933.9,277.3,327.8,377.6,16.5,1005,2.31,630,1.21
11:00:40,1448.2,1399,1880,3.23,10.89,17579,921.5,269.4,328.8,378.7,16.5,1014,2.27,572,1.33
11:00:45,1442.3,1393.1,1907,2.93,10.03,18025,946,279.5,324.9,372.5,13.2,989,2.24,606,1.5
11:00:50,1443.7,1394.5,1844.9,2.95,10.05,18516,1004.5,276.2,329.6,383.9,14.8,998,2.37,597,1.34
11:00:55,1437.6,1388.4,1883.9,2.93,9.65,18325,958.9,268.6,326.2,379.2,13.7,949,2.03,571,1.08
11:01:00,1440.1,1390.9,1934.4,3.23,9.7,17933,969.6,277.7,315,373,14.8,992,2.36,590,1.51
11:01:05,1438.3,1389.1,1890.5,2.95,10.07,17642,931.5,275.2,317.4,376.8,15.5,1013,2.09,597,1.45
11:01:10,1443.3,1394.1,1900.4,2.81,9.57,16898,945.5,269.7,328.7,383.6,12.7,952,2.39,548,1.11
11:01:15,1438.3,1389,1900.7,2.97,9.98,17271,959.3,269,324.4,380.1,13.3,1021,2.28,627,1.41
11:01:20,1444.8,1395.6,1915,2.97,10.49,17048,970.8,275.7,316.4,380.6,14,1031,2.39,518,1.43
11:01:25,1444.6,1395.3,1901.4,3.22,10.27,17063,911.8,278.5,331.1,368.7,14.3,1060,2.2,637,1.25
11:01:30,1439.9,1390.7,1920.5,2.95,10.09,16790,961.1,269.1,325.1,381.9,16.4,1035,2.35,545,1.15
11:01:35,1442.8,1393.6,1911.2,3.18,9.92,17502,949.7,279.8,324.4,375.3,14.5,987,2.18,607,1.29
11:01:40,1436.4,1387.2,1892.7,2.91,9.97,18007,972.1,265.9,325.4,381,15.4,1076,2.32,613,1.36
11:01:45,1441.3,1392.1,1890.8,3,9.99,18832,977.4,278.6,329.8,372.5,13.7,1018,2.32,580,1.24
11:01:50,1443.5,1394.3,1904,2.98,10.59,17477,943.5,272.7,322.2,375.1,15.1,1058,2.2,611,1.48
11:01:55,1444.2,1395,1900.5,3.17,10.07,17822,956.6,274.8,327.3,387.3,16.4,998,2.43,641,1.38
11:02:00,1443.7,1394.4,1927.7,2.95,9.92,17436,1008.7,273.6,321.8,373.2,15.4,1004,2.02,535,1.29
11:02:05,1437.4,1388.2,1851.8,3.01,9.57,17867,953.5,271.9,330.8,375.2,15,1047,2.28,665,1.16
11:02:10,1442.9,1393.7,1884,3.06,9.69,16877,943.1,271.5,330.2,371.5,15.9,993,2.19,616,1.44
11:02:15,1443.6,1394.4,1929.6,3.25,10.64,17212,922.5,277,325.2,373.8,15.4,1032,2.28,661,1.15
11:02:20,1438.9,1389.6,1889.5,3.15,10.82,17338,943,277.8,323,376.4,15.3,1023,2.08,622,1.27
11:02:25,1447.1,1397.8,1936.2,2.89,9.65,16878,969.9,273.7,330.2,372.7,15.1,935,2.32,595,1.32
11:02:30,1444.7,1395.5,1911.5,2.88,10.07,17855,947.4,275.8,327.4,363.4,15,1004,2.32,636,1.24
11:02:35,1439.1,1389.8,1880.5,2.97,9.89,16591,936.7,277.3,323.2,377.4,15.4,1020,2.2,661,1.16
11:02:40,1438.8,1389.6,1914.3,2.87,9.65,17254,957.8,268.6,328.9,375.5,16.2,967,2.39,581,1.38
11:02:45,1442.1,1392.9,1901.4,3.07,9.81,18262,967.7,277.9,322.2,369.3,14.1,1006,2.19,631,0.9
11:02:50,1442,1392.8,1922.4,2.93,10.48,16597,961.7,274.3,318.4,378.8,14.5,993,2.27,604,1.15
11:02:55,1442.3,1393,1886.8,3.02,10.3,16938,943.9,267.5,321.2,375.5,16.6,997,2.4,589,1.36
11:03:00,1444.5,1395.3,1861.1,2.95,10.75,18070,902.4,262.4,316.6,374.3,15.8,1009,2.08,625,1.34
11:03:05,1443.4,1394.2,1922.9,2.99,9.79,17019,996.2,274.7,331,374.9,15.2,1017,2.27,588,1.16
11:03:10,1444.1,1394.9,1881.7,3.16,10.01,17999,906.3,269.6,328,378,15.2,1038,2.14,613,1.17
11:03:15,1438.7,1389.5,1901.4,2.97,9.49,17819,944.4,274.9,329,369.6,15.8,995,2.22,642,1.11
11:03:20,1442.8,1393.6,1873.4,2.85,10.01,17515,929,273.2,319.5,371.3,15.4,1025,2.24,595,1.21
11:03:25,1442.5,1393.3,1893,2.78,10.18,17917,961.3,272.8,334.4,378.3,14.9,915,2.26,599,1.09
11:03:30,1439.7,1390.5,1896.2,3.04,9.91,18246,940.4,275.8,322.5,375.2,13.5,1016,2.24,566,1.11
11:03:35,1443.5,1394.2,1898.5,3.04,10.12,17887,985.9,283.6,329.4,372.3,15,1068,2.28,507,1.13
11:03:40,1441.4,1392.2,1894.3,3.15,10.22,18114,940.7,275.6,322.3,371.7,16.9,1008,2.2,585,1.46
11:03:45,1441.4,1392.2,1883.7,3.16,9.77,17008,921.9,273.7,323.7,387.6,15.4,1004,2.22,550,1.21
11:03:50,1443.8,1394.5,1863.8,3.18,10.73,17321,939.4,270.1,333.9,379.4,14.6,1030,2.07,603,1.24
11:03:55,1445.9,1396.7,1906.6,3.04,10.45,18233,939.2,279.5,327.9,376.1,15.1,1018,2.26,651,1.34
11:04:00,1443.1,1393.9,1878.1,3.03,10.23,17750,985.5,272.5,328.6,378.9,13.3,955,2.35,629,1.26
11:04:05,1439.3,1390.1,1873,3.12,9.66,17394,934.1,269,327.1,365.4,15,1008,2.11,665,1.18
11:04:10,1443.4,1394.1,1890.7,2.8,10.04,16399,966.5,270.5,323,378.8,15.2,977,2.25,588,1.15
11:04:15,1443.4,1394.2,1904.1,3.06,9.64,17150,988.7,276.3,325.3,376.1,14.4,1023,2.18,557,1.42
11:04:20,1440.2,1391,1906.8,2.91,9.78,18398,960.4,278.4,326.2,375.8,14.3,1010,2.26,663,1.3
11:04:25,1434.8,1385.6,1901.2,2.98,9.75,17378,988.5,272.1,318.7,369.7,14.9,1021,2.21,545,1.35
11:04:30,1443,1393.7,1896.3,3.04,10.48,17007,971,274.3,329,369.1,13.6,965,2.13,586,1.04
11:04:35,1445.4,1396.1,1914.7,3.06,10.17,17549,941.4,281.4,323,377.3,15.2,956,2.35,574,1.15
11:04:40,1448.4,1399.2,1879.9,3.06,10.16,17066,970.9,272.5,321.3,364.2,15.6,1003,2.33,643,1.35
11:04:45,1445.2,1395.9,1871,2.88,10.04,18191,975.4,277.7,320.8,376.7,12,1003,2.29,624,1.23
11:04:50,1447.8,1398.6,1894.2,3.03,9.72,17387,963.5,278.1,326.4,380.5,14.9,955,1.91,591,1.13
11:04:55,1440.4,1391.1,1889.1,3.12,9.97,18053,874.5,273.5,330.8,367.7,15.1,1083,2.04,639,0.95
11:05:00,1447,1397.7,1898.3,2.93,10.17,17113,944,276,327.6,373,17.1,916,2.24,546,1.18
11:05:05,1435.8,1386.6,1880.3,2.89,10.16,17402,943,274.4,323.8,372.7,15.4,990,2.23,657,1.12
11:05:10,1440.6,1391.4,1925.1,3.05,9.76,17252,962.5,279.7,320.9,365.2,15.1,992,2.16,563,1.52
11:05:15,1446.3,1397.1,1887.8,3.05,10,17620,983.4,277.2,323.2,371.4,13.8,942,2.13,498,1.16
11:05:20,1446.5,1397.3,1861.3,3.1,10.13,17077,949.1,277.5,324.1,370.6,14.4,1076,2.44,577,1.32
11:05:25,1438.2,1389,1912,3.09,9.44,17028,944.1,275,332.3,375.7,13.8,1040,2.25,567,1.37
11:05:30,1443.1,1393.8,1917.4,3.01,10.03,17641,925.8,280.8,321.6,377.8,15,1001,2,602,1.43
11:05:35,1441.8,1392.5,1895.9,2.92,10.24,17416,941.1,276.9,324.8,378.8,13.9,1019,2.03,598,1.35
11:05:40,1441.7,1392.5,1878.2,3,9.39,17365,923.7,266,319.8,377,16.3,1026,2.04,618,1.2
11:05:45,1441.2,1391.9,1908.4,3.15,10,18440,863.9,280.6,320.5,367.9,17,1032,2.58,567,1.14
11:05:50,1441.9,1392.6,1887.9,2.93,10.18,16605,953.3,263.1,317.2,379.5,12,1103,2.25,558,1.35
11:05:55,1437.8,1388.5,1895.3,3.06,10.73,18681,964.5,275.2,318,378.3,15.4,1044,1.8,625,1.18
11:06:00,1440.8,1391.5,1870.2,3.05,10.39,17409,920.8,265.9,333.8,376.2,15.5,1040,2.45,649,1.25
11:06:05,1442.5,1393.2,1901.8,2.99,9.51,17305,951.2,272.8,321.5,368.8,15.2,1001,2.24,605,1.37
11:06:10,1440.8,1391.6,1905.3,3.06,10.32,18388,933.6,265.8,326.5,376.6,14.7,1025,2.2,594,1.23
11:06:15,1441.7,1392.4,1879.8,3.01,9.85,17654,947.8,272.8,328.6,376.5,15.4,1008,2.41,576,1.14
11:06:20,1442.9,1393.6,1927.3,2.92,8.78,18134,956.3,266.4,325.8,374.1,13.7,982,2.06,670,1.45
11:06:25,1441,1391.8,1876.4,3.15,9.6,17517,1005.2,281.6,329.1,374.3,15.4,968,2.12,595,1.48
11:06:30,1441.1,1391.8,1918.5,3.02,9.8,17336,948.9,285.1,328.1,372,14.8,1007,2.3,550,1.28
11:06:35,1445.4,1396.2,1926.4,3.11,9.94,16428,954,283.9,322.1,377.4,14.2,968,2.35,553,1.27
11:06:40,1439.3,1390,1915,2.92,9.91,17039,924.1,272.7,325.6,375.6,14,971,2.2,586,1.45
11:06:45,1448,1398.7,1913.1,3.11,10.54,17839,937.5,277.9,317.8,382.6,16,1045,2.04,524,1.36
11:06:50,1442,1392.7,1913.4,3.08,9.52,17401,916.4,280.4,329.5,380.9,14.8,950,2.35,559,1.37
11:06:55,1440.8,1391.5,1884.6,2.97,10.01,17731,924.1,275.9,324.2,372,15.8,992,2.21,615,1.23
11:07:00,1444.4,1395.1,1891.1,3.05,10.11,16741,905.6,280,331.3,369.3,14.4,943,2.07,590,1.17
11:07:05,1445.1,1395.8,1902.4,2.99,9.99,18097,978.3,280.9,323.2,373,14.3,1016,2.6,608,1.37
11:07:10,1441.7,1392.4,1874.3,2.88,10.26,16674,955.5,278.1,314.4,385.2,15.9,994,2.19,587,1.07
11:07:15,1441.3,1392,1902.4,3.04,9.83,17866,970.6,276.5,323,373.4,13.6,998,2.28,601,1.58
11:07:20,1443.2,1393.9,1880.7,3.01,9.68,17959,933,279.8,316.5,374.3,15.2,981,2.63,591,1.21
11:07:25,1437.2,1388,1853.9,2.92,9.89,17387,989.6,277.2,330.9,370.2,13.7,999,2.3,546,1.31
11:07:30,1440.2,1390.9,1892.8,2.92,10.16,17792,929.8,277.8,330.2,367.5,13.2,1045,2.29,550,1.34
11:07:35,1447.4,1398.1,1930.3,2.97,9.47,17403,920.2,268.5,322.6,382.9,16,957,2.3,691,1.14
11:07:40,1443,1393.7,1892.1,3.04,10.37,17793,955.8,269.8,327.5,370.3,15,998,2.23,645,1.23
11:07:45,1436.7,1387.4,1872,2.98,10.32,18050,958.4,276.4,328.1,370.2,14.4,956,2.44,529,1.31
11:07:50,1440,1390.7,1896.3,2.85,10.2,17103,904.2,279.6,327.9,376.3,14,989,2.35,573,1.35
11:07:55,1438.6,1389.3,1912,2.98,9.7,17027,965.2,277.4,318.9,375.1,14.7,1017,2.5,567,1.24
11:08:00,1445.3,1396,1916.9,3.11,9.48,18109,900.7,270.7,330.9,378.7,13.7,1033,2.43,540,1.22
11:08:05,1441.3,1392,1865.5,3.08,10.31,17297,968.6,268.2,327.6,376.2,15.5,1036,2.19,619,1.53
11:08:10,1436.7,1387.4,1899.3,3.17,10.19,17975,993.2,267.5,333.4,372.8,14.3,995,2.29,556,0.82
11:08:15,1439.7,1390.4,1883.8,2.93,9.77,18645,917.9,275.1,316.8,377,14.4,912,2.07,681,1.2
11:08:20,1442.3,1393,1896.8,2.94,9.93,17478,943.8,273.5,316.6,371.1,15.9,971,2.27,575,1.36
11:08:25,1442.9,1393.6,1928.8,2.95,9.81,16080,965.1,274.7,329.8,376.4,13.9,946,2.24,626,1.15
11:08:30,1441.1,1391.8,1936.1,2.95,9.53,18168,1037.2,270.6,323.7,376.6,15.2,1004,2.25,628,1.2
11:08:35,1440.4,1391.1,1908.3,3.03,9.97,16595,889.3,275,320.1,372.5,16.7,1058,2.28,588,1.1
11:08:40,1446.1,1396.8,1883.2,3.04,9.87,17594,902.8,278.6,332,381.3,13.9,902,2.34,485,1.37
11:08:45,1441,1391.7,1885.6,2.93,9.92,18228,935.1,271.9,323.4,382.2,13.8,1101,2.4,588,1.16
11:08:50,1441.8,1392.5,1885.7,2.93,10.29,16815,951.6,273.7,325.1,371.9,15.2,934,2.33,679,1.21
11:08:55,1442.9,1393.6,1876.3,2.9,9.93,17425,939.8,272.2,330.2,374.2,15.2,943,2.3,635,1.38
11:09:00,1446.7,1397.4,1906.2,3.09,9.44,17185,955,275.8,327,374.5,15,1041,2.2,618,1.33
11:09:05,1444.2,1394.8,1897.3,2.95,9.83,18353,912.7,266.9,330.8,382.5,15.3,946,2.26,630,1.15
11:09:10,1441.1,1391.8,1939.6,2.9,10.02,18014,948,283.1,331.1,379.1,15.2,937,2.5,691,1.4
11:09:15,1440.2,1390.9,1897.5,3.06,10.32,17189,943.6,271,320,376.4,16.2,962,2.15,602,1.07
11:09:20,1440.9,1391.6,1884.1,2.87,9.88,16888,976.9,272.3,324.7,370.9,15,1042,2.45,542,1.06
11:09:25,1440.7,1391.4,1852,3.02,9.96,17443,921,272.7,320.2,386.6,15.5,902,2.01,648,1.17
11:09:30,1447.8,1398.5,1895.4,3.22,10,17929,978.1,277.5,321.9,368.1,15.2,959,2.22,578,1.25
11:09:35,1438.6,1389.3,1901.8,2.88,9.76,17062,954.5,273.8,322.2,380.1,15.6,986,2.25,510,1.15
11:09:40,1441.2,1391.9,1864.7,2.76,9.71,18168,1018.2,273.3,332.4,377.9,16.5,944,2.23,523,1.21
11:09:45,1444.1,1394.8,1890.1,2.97,9.7,17534,923.8,272.5,328.2,373.7,13.9,912,2.16,538,1.13
11:09:50,1440.9,1391.6,1879.7,2.99,9.91,17256,927.8,278.4,327.4,368.8,15.1,1045,2.27,633,1.36
11:09:55,1445.7,1396.4,1897.1,3.08,10.06,17144,981.5,269.5,324.4,378.6,15.7,1005,2.23,623,1.24
11:10:00,1443.5,1394.2,1935.4,2.99,9.56,17422,953.1,271.6,326.6,382.4,14.7,1038,2.2,592,1.35
11:10:05,1442.9,1393.6,1922.5,3.11,10.07,17796,927.2,275.9,325.5,372.3,14.4,1031,2.16,604,1.17
11:10:10,1444,1394.7,1834.3,3.05,9.95,17954,994.2,278.3,324.1,368.2,13.8,1056,1.84,584,1.29
11:10:15,1441.7,1392.3,1888.6,2.94,9.48,17587,1003.8,276.6,325.4,376.2,15.5,1026,2.43,571,1.34
11:10:20,1441,1391.6,1874.6,3.02,10.89,16697,893.1,275.3,325.5,380.2,14.8,1002,2.36,589,1.29
11:10:25,1441,1391.7,1890.2,3.05,10.27,16737,925.2,276.5,331,375,15.8,1081,2.35,532,1.36
11:10:30,1442,1392.7,1874.7,2.96,9.57,17675,959.2,280,332.9,378.8,14.1,997,2.14,593,1.48
11:10:35,1438.4,1389,1905.6,2.92,9.98,18388,986.9,281.8,323.8,377.5,14.6,1055,2.38,626,1.16
11:10:40,1435.7,1386.4,1876.3,2.82,10.24,17129,972.6,262.8,318.3,381.1,14.2,946,2.39,627,1.33
11:10:45,1446.6,1397.3,1905.1,3.02,9.32,17942,991.7,280.1,328.2,372.2,14.7,965,2.07,598,0.95
11:10:50,1441.9,1392.5,1889.7,3.15,10,17131,913,275.4,330.2,379,13.9,1061,1.97,576,1.31
11:10:55,1442.3,1392.9,1876.2,2.94,10.02,17469,956.8,277.9,323.1,371.8,15.1,1006,1.9,573,1.29
11:11:00,1439.4,1390.1,1864.6,2.87,9.94,17579,932.6,276.4,329,374.5,16.5,1015,2.15,569,1.1
11:11:05,1435.3,1386,1891.9,3.1,9.68,17040,941.6,280,314.5,373.3,15.4,981,2.39,585,1.06
11:11:10,1443.2,1393.8,1905.5,2.96,10.13,16963,983.2,274,321.8,375,14.1,1031,2.4,592,1.33
11:11:15,1442.1,1392.8,1910.8,2.98,9.53,16896,944.2,273.6,327.2,371.3,13.9,998,2.22,639,1.26
11:11:20,1438.8,1389.5,1898.2,3,9.47,17934,961.4,280.1,328.8,377.7,14.8,1061,2.05,609,1.1
11:11:25,1440.5,1391.1,1895.3,2.96,9.52,16921,965.4,273.9,330.9,375.2,13,1001,2.16,709,1.05
11:11:30,1446.4,1397.1,1869.1,3.12,10.57,17918,955.5,280.2,316.1,381.8,15.9,995,2.25,590,1.16
11:11:35,1445.1,1395.8,1873.6,3.08,9.46,17741,934.5,285.5,321,365.2,14.6,997,2.48,607,1.17
11:11:40,1446.9,1397.6,1914.7,3.13,9.93,17575,999.3,274.1,325.2,384.4,13.9,985,2.17,600,0.95
11:11:45,1443.1,1393.8,1868.4,3.1,9.87,17120,957.9,270.1,318.3,383.9,14.7,1016,2.38,563,1.21
11:11:50,1444.4,1395.1,1903.3,2.94,10.13,17593,982.3,263.3,325,377.8,14.6,964,2.08,602,1.42
11:11:55,1442.8,1393.4,1894.8,2.92,9.77,17776,1004.2,273.2,330,377.8,14,1088,2.19,566,1.4
11:12:00,1438,1388.7,1907.6,3.16,10.07,16976,950.2,280.2,325.4,369.7,15.2,1016,2.68,536,1.45
11:12:05,1443.8,1394.4,1865.3,2.93,10.28,17600,960.3,280.1,324.7,375.5,15,1057,2.3,558,1.36
11:12:10,1445,1395.7,1892,3.03,9.93,17509,950,265.6,328.4,375.4,15.2,955,2.14,489,1.5
11:12:15,1440.9,1391.6,1910.3,2.88,9.74,18299,924.6,289.2,335.8,365.9,14,982,2.25,589,1.17
11:12:20,1442.1,1392.7,1933.2,2.89,9.87,16965,906.5,278,321.5,369.1,14.7,1005,2.27,648,1.36
11:12:25,1446.9,1397.6,1896.3,2.94,10.36,18176,965.3,272.4,328.9,384.3,14.7,953,2.54,588,1.37
11:12:30,1438.3,1389,1908.4,3.04,10.78,17964,947.8,276.9,333.8,371.1,15.1,992,2.08,562,1.2
11:12:35,1451.5,1402.1,1902.1,3.12,10.2,18038,979.2,271.5,327.6,367.3,14.7,1040,2.09,608,1.19
11:12:40,1434.4,1385.1,1896.2,3.08,9.95,18506,908.3,276.5,311,386.1,14.4,988,2.27,663,0.92
11:12:45,1447.1,1397.8,1904.5,2.94,10.79,17565,927.6,271.8,328.1,369.9,14.4,981,2.36,646,1.29
11:12:50,1444.4,1395.1,1912.2,2.9,10.16,16977,1014.2,268.4,327,371.5,15.7,994,2.19,577,1.03
11:12:55,1440,1390.7,1857.7,3.05,9.95,16802,944.7,267.8,324.4,368.8,13.3,1043,2.16,647,1.13
11:13:00,1446.4,1397,1931.2,3.03,9.7,17705,1023.9,272.2,324,370.8,15,1023,2.42,629,1.33
11:13:05,1443.6,1394.3,1885.3,3.1,9.53,17520,965,272.7,325.4,379.7,16,1020,2.42,520,1.22
11:13:10,1441,1391.6,1892.1,2.95,10.65,18253,978.5,266.4,323,379.9,16.4,1009,2.13,605,1.45
11:13:15,1447.5,1398.1,1914.9,3.08,9.14,17342,903.9,267,330.6,375,14.6,964,2.2,650,1.34
11:13:20,1441.8,1392.5,1876.8,2.74,9.92,18091,979.4,270.2,333.2,378.4,15.3,963,2.13,664,1.26
11:13:25,1441,1391.6,1899.3,3,10.78,17284,979.9,275.3,325,384.7,16.2,1030,2.16,651,1.14
11:13:30,1439.2,1389.8,1897.6,3.04,10.59,17560,915.2,268,322.9,375.7,13.9,1028,2.19,594,1.27
11:13:35,1444.7,1395.3,1875.5,2.95,10.75,16688,950.1,272.7,324,370.8,15.2,926,2.31,615,1.12
11:13:40,1445.6,1396.2,1911.6,3.05,10.21,18074,923.2,275.3,318.9,370.7,14.8,1054,2.51,608,1.02
11:13:45,1440,1390.6,1900.3,3.16,10.14,17143,947.7,276.6,329.9,378.2,14.6,951,2.14,587,1.4
11:13:50,1444.3,1394.9,1878.4,2.98,10.24,17645,897.6,273.3,325.6,365.7,14.7,1021,2.17,519,0.91
11:13:55,1451.4,1402,1907.8,3.26,9.56,17394,917.4,276.9,317.1,371.5,15.6,976,2.52,611,1.23
11:14:00,1444.8,1395.5,1881.9,3.02,9.73,17580,965.8,270.9,321.7,372.1,15.4,1035,2.37,535,1.14
11:14:05,1442.2,1392.9,1900.1,3.04,10.22,18366,933.8,278.2,324.6,364.4,15.8,1040,2.32,581,1.3
11:14:10,1443,1393.6,1929.5,2.85,10.26,18104,1000.3,279.3,330.6,377.1,15.6,943,2.32,590,1.3
11:14:15,1445.4,1396,1893.2,2.86,9.8,16574,957.4,279.3,324.9,367.2,14.2,1006,2.26,645,1.25
11:14:20,1440.9,1391.5,1889.6,3.12,9.54,18578,968.8,282.7,326.7,385.3,16.2,1038,2.07,590,1.38
11:14:25,1445,1395.6,1889.2,2.93,9.55,17352,932.9,271.9,320.8,378.6,13.7,1074,1.92,618,1.22
11:14:30,1441.8,1392.5,1892,3.03,10.29,17356,951.8,272.1,323,379.3,13.9,1000,2.27,547,0.96
11:14:35,1441.9,1392.6,1898.5,3,10.55,16684,949.8,281.9,324.7,379,14.9,1005,2.28,546,1.27
11:14:40,1441.1,1391.7,1910.6,2.91,9.66,17429,949.7,276.4,328.3,375.7,14.6,900,2.38,651,1.16
11:14:45,1443.1,1393.7,1883.8,3.04,10.14,17510,1015.4,279.3,314.9,383.5,14.9,993,2.28,616,1.13
11:14:50,1442.4,1393,1939.1,3.17,10.22,17834,981.5,279.6,335.1,374.6,14.9,1031,2.56,622,1.19
11:14:55,1437.4,1388.1,1911.6,2.91,10.79,18417,917.6,267.8,318.5,376,15.1,1068,2.25,590,1.08
11:15:00,1442.5,1393.1,1899.6,3.01,11.14,16764,1029.7,268.9,328.2,379.7,15,1023,2.27,625,1.4
11:15:05,1444.5,1395.1,1902.6,2.79,10.09,17074,979.2,264.8,331.8,382.4,15,1042,2.28,615,1.33
11:15:10,1437,1387.6,1905.4,2.92,9.93,18040,896,277.5,323.5,369.3,15.5,1047,2.46,584,1.39
11:15:15,1447.8,1398.4,1870.7,3.03,9.77,17772,997.2,276.1,327.1,372.3,14.7,1003,2.15,617,1.28
11:15:20,1445.4,1396,1894.9,3.04,10.44,18088,952.8,267.3,323.6,374.4,13.4,1027,2.3,562,1.07
11:15:25,1443.7,1394.3,1923.2,2.9,10,17305,909.4,278.9,327.2,368.1,14.8,966,2.16,599,1.21
11:15:30,1444.1,1394.7,1897.7,3.08,9.99,17626,948.6,279.4,328.1,369.3,15.9,1030,2.08,564,1.19
11:15:35,1445.7,1396.3,1877.9,3.1,9.77,18042,887.3,275.7,330.5,373.9,14.6,1004,2.2,597,1.43
