Time,Limestone_CaO_Content_Percent,SiO2_Content_Percent,Al2O3_Content_Percent,Fe2O3_Content_Percent,MgO_Content_Percent,Feed_Size_mm,Product_Size_Primary_mm,Product_Size_Secondary_mm,Moisture_Content_Percent,Clay_SiO2_Content_Percent,Hardness_Index
12:18:45,53.02,14.9,4.14,3.05,2.1,1080.0,186.0,22.3,6.66,55.2,11.9
12:18:50,52.22,15.29,4.55,2.56,2.21,1027.0,166.0,22.6,6.46,54.5,12.2
12:18:55,51.32,13.9,4.26,2.72,1.93,1025.0,183.0,22.3,6.59,55.9,12.0
12:19:00,52.04,14.33,4.7,2.82,2.12,964.0,176.0,21.8,6.61,51.1,12.4
12:19:05,50.91,14.52,5.0,2.89,1.93,1020.0,164.0,21.0,6.43,53.9,12.2
12:19:10,52.85,14.73,4.21,3.08,2.16,943.0,189.0,21.1,6.22,54.0,12.9
12:19:15,52.07,14.47,4.23,2.67,1.91,955.0,171.0,21.5,6.68,56.8,12.8
12:19:20,50.59,15.2,4.15,2.87,2.07,1060.0,189.0,21.9,6.83,55.4,12.0
12:19:25,51.76,15.05,4.42,2.88,1.97,1012.0,180.0,22.5,6.37,54.2,11.7
12:19:30,52.37,15.84,4.52,3.14,2.09,1028.0,171.0,22.0,6.4,52.0,13.1
12:19:35,51.73,16.48,4.51,2.96,1.87,902.0,164.0,22.5,6.79,59.6,11.4
12:19:40,51.78,14.24,4.77,2.81,1.96,982.0,177.0,23.1,6.55,54.1,12.2
12:19:45,51.02,15.09,4.62,2.78,1.99,979.0,185.0,21.6,6.53,53.1,12.4
12:19:50,52.45,15.09,4.48,2.89,1.84,1043.0,176.0,23.2,7.14,54.2,12.0
12:19:55,51.48,14.99,4.51,2.67,1.91,1038.0,183.0,19.8,6.01,55.0,11.8
12:20:00,50.27,14.35,4.53,3.33,1.75,1035.0,175.0,22.3,6.26,55.3,12.0
12:20:05,51.7,14.45,4.48,3.0,2.06,1005.0,171.0,22.4,6.67,53.1,12.1
12:20:10,52.78,15.14,4.3,2.82,2.12,1056.0,173.0,22.5,6.38,52.5,13.1
12:20:15,51.69,14.43,4.14,2.79,1.79,968.0,179.0,23.0,6.3,52.6,12.3
12:20:20,53.39,15.1,4.54,2.76,1.82,989.0,171.0,22.7,5.89,52.0,13.4
12:20:25,52.34,14.85,4.35,3.07,1.86,1070.0,171.0,22.7,6.21,54.7,11.9
12:20:30,52.27,15.08,4.66,2.67,1.81,1004.0,163.0,20.3,6.25,54.1,11.0
12:20:35,51.9,14.43,4.52,2.96,2.06,1052.0,176.0,21.5,6.43,54.2,11.5
12:20:40,51.95,15.09,4.5,3.11,1.9,982.0,171.0,21.8,6.7,56.3,12.1
12:20:45,51.79,14.47,4.8,2.88,2.04,1005.0,164.0,22.6,6.59,54.4,12.1
12:20:50,51.76,15.1,4.08,2.8,1.89,1042.0,172.0,22.7,6.9,49.7,11.1
12:20:55,52.42,15.8,5.03,3.17,1.95,1053.0,175.0,21.3,6.43,53.8,12.1
12:21:00,51.25,15.16,3.84,2.77,2.16,997.0,178.0,22.3,6.65,55.7,12.1
12:21:05,51.14,15.19,4.94,2.94,1.83,945.0,180.0,21.2,6.45,55.1,11.6
12:21:10,51.1,15.49,4.56,3.02,1.92,964.0,176.0,22.5,6.17,54.6,12.0
12:21:15,53.64,14.16,4.34,2.88,2.06,985.0,168.0,22.7,6.83,54.5,12.6
12:21:20,52.42,16.03,4.06,2.76,1.95,1019.0,178.0,23.0,6.21,56.9,12.5
12:21:25,52.24,14.37,4.32,2.89,2.03,969.0,169.0,21.0,6.77,55.2,11.9
12:21:30,51.15,15.53,4.45,3.07,2.0,1018.0,170.0,21.4,6.49,54.4,12.2
12:21:35,52.5,15.45,4.56,2.85,1.77,1012.0,169.0,19.9,6.67,56.3,12.7
12:21:40,51.91,14.46,4.93,3.09,2.21,982.0,171.0,22.7,6.43,52.1,12.9
12:21:45,52.17,15.61,4.52,2.95,1.99,925.0,182.0,23.1,6.64,54.5,12.7
12:21:50,51.22,15.3,4.6,2.88,2.24,1020.0,179.0,21.2,6.81,55.0,12.3
12:21:55,52.13,16.13,4.61,2.85,2.05,932.0,180.0,21.3,6.51,55.1,11.4
12:22:00,51.66,15.12,4.4,3.05,2.2,1034.0,184.0,22.8,6.75,54.7,10.8
12:22:05,51.39,14.93,4.44,3.23,2.15,1086.0,166.0,21.8,6.48,53.9,12.1
12:22:10,52.59,14.69,4.47,3.02,2.18,1001.0,175.0,23.0,7.17,53.8,13.6
12:22:15,50.77,13.95,4.69,2.81,1.97,979.0,174.0,22.0,6.39,50.5,11.8
12:22:20,52.45,14.81,4.23,3.22,2.27,1061.0,178.0,22.4,6.43,53.4,10.9
12:22:25,52.55,14.83,4.35,2.82,1.93,989.0,177.0,21.5,6.67,53.5,11.3
12:22:30,51.3,15.16,4.61,3.35,2.05,1011.0,163.0,22.0,6.63,57.4,12.8
12:22:35,51.34,14.15,4.18,2.97,2.13,1027.0,185.0,19.9,6.36,56.5,11.1
12:22:40,51.82,14.86,4.53,2.82,2.48,968.0,171.0,23.5,6.52,55.2,11.6
12:22:45,52.23,15.35,4.34,3.11,2.16,1061.0,177.0,22.5,6.55,52.2,13.0
12:22:50,51.88,15.41,4.65,2.94,1.92,1045.0,178.0,21.8,6.95,54.9,12.9
12:22:55,52.35,13.88,4.91,3.09,2.04,1090.0,175.0,21.6,6.21,53.9,11.7
12:23:00,53.41,15.42,4.34,3.02,1.8,1023.0,166.0,20.8,6.65,53.4,13.0
12:23:05,51.59,14.85,4.73,2.72,2.22,987.0,176.0,21.1,6.82,50.4,12.3
12:23:10,50.63,14.89,4.56,2.99,1.53,951.0,175.0,22.3,6.39,54.8,12.7
12:23:15,52.66,13.58,4.38,3.1,1.97,1005.0,175.0,22.0,6.96,53.4,11.5
12:23:20,53.35,15.9,4.5,3.02,2.33,1004.0,173.0,22.6,6.29,56.0,11.7
12:23:25,52.31,15.11,4.89,3.25,2.11,1051.0,180.0,21.1,6.87,57.5,11.8
12:23:30,51.13,14.08,4.45,3.06,2.07,992.0,188.0,23.1,7.09,59.1,12.6
12:23:35,51.9,15.23,4.89,2.95,1.82,971.0,189.0,21.4,7.08,54.1,12.7
12:23:40,51.11,15.21,4.46,3.04,2.2,928.0,181.0,21.2,6.45,54.1,10.9
12:23:45,52.51,15.73,4.08,2.9,1.86,996.0,180.0,21.6,6.51,57.0,10.9
12:23:50,50.92,14.81,4.46,3.07,1.86,972.0,163.0,23.2,6.4,52.7,12.9
12:23:55,51.76,15.01,4.05,3.07,2.2,984.0,176.0,22.6,6.69,57.1,12.6
12:24:00,51.2,14.61,4.4,2.75,1.86,992.0,179.0,21.2,6.71,54.7,13.1
12:24:05,52.1,15.36,4.39,3.15,1.78,1004.0,158.0,21.4,6.46,53.7,11.8
12:24:10,51.71,14.53,5.05,3.45,1.86,964.0,190.0,20.1,6.86,55.2,12.0
12:24:15,52.14,14.46,4.98,3.11,2.03,973.0,174.0,22.4,6.49,54.0,11.7
12:24:20,52.02,14.96,4.53,2.59,1.92,1058.0,168.0,21.8,6.7,57.1,12.1
12:24:25,51.21,14.26,4.86,2.91,2.27,990.0,167.0,21.4,6.43,57.4,12.1
12:24:30,52.5,15.96,4.38,2.74,2.01,1029.0,177.0,23.2,6.48,53.7,11.1
12:24:35,51.96,16.16,4.07,2.94,1.81,985.0,178.0,23.9,6.19,54.5,12.7
12:24:40,51.21,14.73,4.66,3.14,1.72,990.0,186.0,22.3,6.56,54.0,12.6
12:24:45,53.79,14.17,4.61,2.86,2.14,1041.0,168.0,22.2,6.78,55.1,12.0
12:24:50,52.38,15.2,4.22,3.38,2.05,979.0,175.0,22.2,7.16,57.0,12.4
12:24:55,51.88,14.71,4.23,2.42,2.09,1035.0,174.0,22.0,6.15,53.4,11.6
12:25:00,53.13,15.7,4.78,2.95,1.94,1024.0,171.0,20.8,6.05,53.7,12.3
12:25:05,53.47,14.53,3.99,3.08,2.02,985.0,169.0,21.4,6.6,55.4,11.7
12:25:10,51.88,15.33,4.67,2.76,2.18,954.0,191.0,22.0,6.31,54.9,12.1
12:25:15,52.28,15.07,4.41,2.78,2.0,1031.0,182.0,22.7,6.88,55.7,12.5
12:25:20,51.21,14.59,4.67,3.15,1.83,975.0,176.0,21.7,6.43,57.0,12.3
12:25:25,51.88,15.14,4.8,3.39,2.11,988.0,178.0,23.3,6.39,55.7,12.4
12:25:30,51.84,15.53,4.24,3.41,1.95,978.0,183.0,22.9,6.45,51.4,11.1
12:25:35,52.15,15.05,4.16,2.93,2.14,931.0,169.0,22.0,6.73,55.8,11.8
12:25:40,52.27,15.06,4.94,3.27,2.0,1001.0,168.0,21.8,6.45,53.9,11.9
12:25:45,52.45,14.48,4.48,2.99,2.13,916.0,173.0,22.2,6.34,56.0,13.3
12:25:50,52.19,15.69,4.6,3.18,2.08,1025.0,183.0,22.5,6.2,56.8,10.9
12:25:55,51.03,15.63,4.77,2.96,2.19,1026.0,193.0,22.1,6.69,55.7,12.1
12:26:00,51.25,14.75,4.21,2.77,2.14,996.0,173.0,22.2,6.71,49.2,12.0
12:26:05,51.56,14.93,4.77,3.32,1.8,951.0,166.0,22.8,6.27,54.3,13.1
12:26:10,51.77,15.85,4.69,3.37,1.72,1022.0,177.0,22.0,6.23,54.8,12.4
12:26:15,52.84,14.32,4.94,2.92,1.99,852.0,174.0,22.8,6.59,53.1,11.6
12:26:20,51.07,15.36,4.94,3.19,2.09,1000.0,185.0,21.7,6.69,56.6,11.8
12:26:25,51.71,14.66,4.52,2.97,1.89,1052.0,176.0,21.4,6.4,55.5,12.6
12:26:30,52.76,16.07,4.73,3.44,2.07,1012.0,179.0,21.6,6.15,55.7,12.4
12:26:35,51.76,15.04,4.51,2.7,2.06,975.0,172.0,21.7,6.43,55.9,12.4
12:26:40,52.37,15.76,4.54,2.96,1.99,952.0,177.0,21.1,6.34,53.1,10.8
12:26:45,51.89,14.54,4.16,2.71,1.9,1099.0,165.0,22.4,6.59,54.8,11.4
12:26:50,52.21,14.25,4.43,2.68,1.85,983.0,173.0,21.5,6.07,59.1,13.1
12:26:55,51.82,14.86,3.96,2.98,2.37,992.0,169.0,21.3,6.63,52.9,11.8
12:27:00,52.53,15.16,4.46,2.91,1.68,979.0,177.0,22.2,6.35,53.7,12.1
12:27:05,50.76,14.69,4.9,2.8,1.81,962.0,173.0,20.7,6.56,54.2,11.0
12:27:10,51.71,15.45,4.73,3.17,2.39,900.0,165.0,22.0,6.78,53.9,10.7
12:27:15,52.24,14.87,4.53,3.26,1.85,976.0,179.0,21.8,6.05,55.0,10.8
12:27:20,52.43,13.75,4.44,3.1,1.92,996.0,178.0,21.1,6.84,51.3,12.2
12:27:25,53.19,15.33,4.34,2.62,2.1,958.0,183.0,22.4,6.53,55.4,11.3
12:27:30,51.69,14.47,4.22,3.07,2.07,896.0,173.0,21.5,6.47,57.5,12.6
12:27:35,53.18,14.78,4.75,3.07,2.07,1010.0,171.0,22.6,6.42,55.5,12.0
12:27:40,51.47,15.93,4.04,2.83,2.22,999.0,169.0,22.3,6.94,57.2,12.4
12:27:45,53.06,16.06,4.03,3.07,1.86,1059.0,178.0,21.6,6.39,56.0,12.2
12:27:50,52.65,14.65,4.77,2.9,2.03,995.0,178.0,23.4,6.49,53.5,12.2
12:27:55,51.27,15.35,4.56,2.84,1.99,923.0,171.0,22.1,6.34,50.8,11.7
12:28:00,52.25,14.67,4.51,2.76,1.87,1051.0,174.0,21.7,6.51,54.8,12.0
12:28:05,51.96,14.83,4.56,3.17,2.02,1052.0,177.0,23.4,6.56,55.5,12.5
12:28:10,52.5,14.64,5.1,3.26,2.08,945.0,175.0,21.7,6.62,55.2,12.4
12:28:15,51.82,13.97,4.52,2.97,2.09,1021.0,175.0,24.1,6.61,59.8,12.2
12:28:20,51.75,15.06,4.59,3.2,2.16,1057.0,186.0,22.5,6.21,56.5,11.1
12:28:25,53.1,15.17,5.12,3.31,1.99,1066.0,165.0,23.4,5.91,52.2,11.2
12:28:30,51.92,14.6,4.48,3.03,1.85,1053.0,172.0,22.9,6.53,54.3,12.6
12:28:35,52.66,15.65,5.02,2.98,1.79,1012.0,187.0,21.5,7.04,56.1,12.6
12:28:40,51.82,14.74,3.87,3.09,1.93,998.0,177.0,22.4,6.41,57.6,11.2
12:28:45,53.33,14.62,4.15,2.83,1.8,976.0,168.0,23.2,6.24,53.8,11.7
12:28:50,51.46,15.32,4.3,3.11,1.89,974.0,177.0,23.8,5.99,53.3,11.0
12:28:55,51.51,14.07,4.68,3.03,1.82,949.0,178.0,22.2,6.09,51.7,11.7
12:29:00,53.22,15.54,5.03,2.74,1.9,1019.0,183.0,21.0,6.62,56.5,11.5
12:29:05,51.64,14.76,4.32,2.74,2.27,993.0,182.0,22.4,5.97,56.0,13.6
12:29:10,53.28,15.59,4.79,2.8,1.98,983.0,170.0,21.6,6.76,54.0,12.3
12:29:15,52.71,15.77,5.17,3.1,2.24,994.0,176.0,21.5,6.03,53.4,11.9
12:29:20,51.88,15.38,4.97,2.93,2.06,1044.0,180.0,22.8,6.91,54.5,11.3
12:29:25,50.55,14.51,4.38,2.99,1.91,1028.0,169.0,21.7,6.94,52.3,11.0
12:29:30,51.98,14.25,4.76,3.27,1.98,920.0,175.0,22.3,6.16,53.3,12.3
12:29:35,52.08,14.14,4.6,3.09,1.75,1098.0,162.0,21.4,6.01,51.2,12.5
12:29:40,52.93,15.66,4.3,2.87,1.95,1045.0,176.0,21.8,6.69,53.0,12.0
12:29:45,53.27,14.92,4.63,2.8,1.8,980.0,177.0,21.3,6.72,55.4,12.5
12:29:50,51.45,14.64,4.36,3.06,2.09,1000.0,172.0,23.2,6.48,58.4,11.6
12:29:55,52.64,14.92,4.54,2.81,1.93,996.0,182.0,21.4,6.63,53.8,12.2
12:30:00,52.61,15.65,4.09,3.25,1.95,958.0,183.0,22.2,6.41,56.3,12.4
12:30:05,52.86,15.47,3.97,3.05,1.94,985.0,167.0,22.7,6.1,53.3,12.0
12:30:10,52.4,15.26,4.41,3.03,2.13,960.0,184.0,21.8,6.64,54.7,12.8
12:30:15,50.45,15.38,4.6,2.81,1.87,1037.0,175.0,22.6,6.68,55.7,13.1
12:30:20,51.88,15.11,4.16,3.12,1.86,934.0,169.0,22.4,6.32,56.7,12.9
12:30:25,51.08,15.18,4.66,3.23,2.05,974.0,185.0,23.2,6.16,54.7,11.5
12:30:30,51.84,15.13,4.51,2.97,2.16,960.0,176.0,22.6,6.48,55.7,12.1
12:30:35,52.78,15.0,4.7,3.19,2.05,1071.0,167.0,22.9,6.19,54.2,12.0
12:30:40,52.24,15.45,4.78,2.92,2.33,1032.0,170.0,22.5,5.98,56.4,11.5
12:30:45,52.92,15.22,4.9,2.99,1.86,1020.0,176.0,20.4,6.54,58.0,11.9
12:30:50,52.27,14.47,4.68,3.42,1.68,1044.0,179.0,21.2,6.51,56.4,12.0
12:30:55,50.96,15.32,4.41,2.93,2.07,1002.0,183.0,22.6,6.73,54.3,12.2
12:31:00,49.98,15.15,4.56,3.11,1.98,994.0,178.0,20.7,6.59,55.1,11.5
12:31:05,52.12,15.37,5.2,2.92,2.07,995.0,165.0,22.3,7.21,55.5,11.4
12:31:10,51.83,14.94,4.8,3.06,2.13,981.0,170.0,22.7,6.72,55.0,12.5
12:31:15,51.22,15.49,4.52,3.14,1.77,1028.0,193.0,22.7,6.56,53.0,11.6
12:31:20,50.64,14.96,4.45,2.82,1.96,1038.0,190.0,21.2,6.57,53.0,11.8
12:31:25,51.41,15.43,4.32,2.86,2.09,1027.0,177.0,22.4,6.55,53.5,11.8
12:31:30,51.84,14.73,4.14,3.11,2.04,982.0,181.0,22.4,6.19,55.9,12.5
12:31:35,52.53,14.77,5.01,3.03,1.97,977.0,179.0,22.3,6.46,55.8,12.3
12:31:40,52.15,15.36,4.64,3.23,2.11,1089.0,186.0,22.1,6.67,55.0,12.3
12:31:45,53.29,14.8,4.12,3.05,2.15,985.0,181.0,21.8,7.06,51.0,11.0
12:31:50,51.17,16.32,4.46,3.37,1.69,1056.0,177.0,20.7,6.65,61.0,12.7
12:31:55,52.7,15.34,4.88,3.14,2.24,984.0,186.0,23.4,6.22,53.6,11.8
12:32:00,52.04,15.01,4.37,3.38,1.82,985.0,178.0,22.6,6.42,53.3,12.5
12:32:05,52.56,15.49,4.26,3.34,2.09,1017.0,172.0,22.4,6.83,60.1,10.2
12:32:10,51.65,14.71,4.61,2.87,1.95,1061.0,181.0,22.4,6.15,57.3,12.5
12:32:15,52.86,15.55,4.7,3.3,2.19,1015.0,181.0,23.1,6.4,55.7,11.6
12:32:20,52.24,15.54,4.37,3.19,2.11,976.0,171.0,21.0,6.38,50.2,12.7
12:32:25,51.46,15.75,4.32,3.17,2.09,1096.0,185.0,21.0,6.86,51.0,12.6
12:32:30,51.99,14.74,4.64,3.24,2.03,1009.0,180.0,20.5,6.32,54.6,12.3
12:32:35,51.81,14.27,4.16,2.94,1.92,991.0,175.0,21.7,6.83,51.7,12.6
12:32:40,52.39,14.63,4.34,3.07,1.85,1025.0,178.0,22.1,6.44,55.5,11.8
12:32:45,51.06,14.83,4.46,2.92,1.79,958.0,184.0,22.0,6.46,55.4,12.1
12:32:50,51.98,16.0,4.72,3.46,1.91,1032.0,176.0,20.7,6.59,54.3,11.7
12:32:55,52.32,16.32,4.37,2.85,2.14,958.0,173.0,21.1,6.43,52.8,12.0
12:33:00,52.03,15.21,4.67,2.74,1.85,1026.0,168.0,23.5,6.7,53.0,12.5
12:33:05,53.08,15.01,4.85,2.84,2.18,1064.0,157.0,21.8,5.9,54.5,12.5
12:33:10,52.62,14.79,4.35,2.99,1.85,965.0,170.0,21.7,6.11,56.7,12.0
12:33:15,51.99,15.49,5.47,2.99,1.98,1005.0,171.0,22.7,6.47,55.8,12.5
12:33:20,52.17,16.31,4.93,3.18,2.07,1014.0,190.0,22.9,6.68,53.7,11.4
12:33:25,52.24,16.07,4.58,3.01,2.15,1038.0,162.0,22.2,6.66,56.2,11.2
12:33:30,52.32,15.68,4.45,2.9,1.95,1021.0,173.0,22.3,6.69,53.5,11.1
12:33:35,50.54,15.67,4.33,3.1,2.07,1003.0,163.0,21.0,6.25,54.5,12.0
12:33:40,51.76,15.5,5.0,3.23,2.03,1054.0,171.0,22.3,6.13,53.1,11.9
12:33:45,50.81,14.97,4.56,3.04,1.96,1009.0,196.0,22.5,6.5,55.2,12.1
12:33:50,53.02,14.56,4.07,3.17,1.84,974.0,160.0,22.8,6.24,56.5,12.0
12:33:55,51.95,14.99,3.99,3.02,2.07,956.0,173.0,21.6,6.76,56.7,11.6
12:34:00,51.85,15.25,4.53,2.95,2.0,1047.0,162.0,22.8,6.19,55.4,11.9
12:34:05,52.72,14.13,4.54,3.14,1.95,1058.0,178.0,22.8,6.13,59.8,11.2
12:34:10,52.34,14.91,4.22,3.05,2.02,1007.0,183.0,21.7,6.78,55.8,12.8
12:34:15,51.1,14.5,4.05,3.2,2.09,941.0,162.0,22.7,6.55,54.6,12.0
12:34:20,51.94,15.61,3.91,3.31,1.75,978.0,182.0,21.3,6.46,54.4,11.1
12:34:25,51.73,14.67,4.27,2.98,1.92,1054.0,186.0,20.8,6.77,57.1,12.5
12:34:30,50.6,15.2,4.39,3.13,1.85,1022.0,183.0,21.6,6.11,55.7,12.3
12:34:35,51.45,14.58,4.71,3.21,1.87,940.0,177.0,22.2,6.34,54.1,12.0
12:34:40,51.85,15.96,4.46,3.08,1.88,1020.0,164.0,21.6,6.71,54.0,11.6
12:34:45,51.91,13.98,4.82,3.1,2.16,998.0,189.0,20.8,6.74,54.6,11.5
12:34:50,50.81,15.29,4.68,3.03,2.05,1035.0,173.0,22.4,6.53,54.2,10.8
12:34:55,52.92,14.23,4.65,3.05,1.84,982.0,171.0,21.9,6.15,55.6,12.4
12:35:00,51.92,14.69,4.79,3.1,2.03,1053.0,182.0,21.1,6.75,54.2,12.2
12:35:05,52.03,15.12,4.08,2.88,2.06,990.0,173.0,21.8,6.2,55.9,10.6
12:35:10,52.32,15.15,4.34,2.66,1.95,882.0,169.0,21.5,6.25,57.5,13.0
12:35:15,51.37,15.14,5.22,2.98,1.81,975.0,172.0,22.0,6.45,52.1,11.5
12:35:20,52.37,15.09,3.93,2.97,1.84,1010.0,174.0,21.8,6.09,54.2,12.2
12:35:25,51.71,14.61,4.41,3.32,1.76,1005.0,186.0,22.4,5.65,52.4,12.0
12:35:30,51.28,14.9,4.64,3.06,2.32,981.0,177.0,21.8,6.76,56.4,12.1
12:35:35,52.46,15.02,3.94,3.11,1.74,938.0,184.0,20.4,6.42,57.0,11.8
12:35:40,53.19,15.12,4.27,2.92,1.81,1046.0,171.0,21.3,6.34,57.6,12.6
12:35:45,52.58,14.96,5.1,2.88,2.0,1065.0,168.0,21.3,6.25,55.5,12.2
12:35:50,52.74,15.44,4.55,2.83,1.73,962.0,183.0,22.2,7.0,55.6,11.6
12:35:55,51.58,15.06,4.33,2.75,1.83,1035.0,173.0,22.0,6.14,56.4,11.2
12:36:00,50.72,15.12,4.56,3.15,2.02,1025.0,174.0,22.8,6.86,57.1,12.0
12:36:05,53.19,14.77,4.33,3.06,2.03,950.0,183.0,21.9,6.38,51.9,12.4
12:36:10,53.64,14.37,5.01,3.3,2.06,1015.0,168.0,21.2,6.73,56.6,11.6
12:36:15,53.23,15.09,4.2,3.11,2.11,1114.0,178.0,22.1,6.73,52.4,12.4
12:36:20,51.73,15.72,4.34,3.05,1.99,947.0,174.0,22.5,6.39,54.7,12.1
12:36:25,51.08,15.27,4.05,2.6,1.9,1054.0,178.0,21.8,6.5,55.5,11.5
12:36:30,51.15,14.51,4.41,3.38,2.07,998.0,181.0,22.6,6.09,57.0,12.7
12:36:35,50.65,15.49,4.45,3.01,2.21,989.0,191.0,21.7,6.51,55.8,12.3
12:36:40,51.91,14.8,4.86,2.58,2.09,1051.0,161.0,22.0,6.88,56.2,12.3
12:36:45,53.28,15.43,4.19,3.05,1.87,975.0,171.0,22.0,6.44,55.1,11.5
12:36:50,51.89,14.78,4.65,2.84,2.09,1004.0,176.0,21.3,6.48,53.5,12.6
12:36:55,52.24,15.21,4.53,2.83,2.08,995.0,174.0,21.6,6.73,52.5,11.6
12:37:00,53.1,14.69,3.93,3.05,1.81,961.0,171.0,22.1,6.35,56.0,12.0
12:37:05,51.68,14.7,4.28,2.88,1.97,1050.0,160.0,22.3,6.54,53.5,11.7
12:37:10,53.63,14.06,4.27,3.21,2.08,1019.0,170.0,23.3,6.92,56.5,11.7
12:37:15,53.59,15.31,5.0,2.98,2.17,1091.0,177.0,21.5,6.49,55.3,12.0
12:37:20,51.9,15.22,4.66,3.08,1.9,1006.0,182.0,22.7,6.42,55.2,11.6
12:37:25,51.54,15.26,4.54,3.11,1.78,996.0,174.0,22.5,6.29,54.5,12.2
12:37:30,52.56,15.17,3.21,3.05,2.08,987.0,178.0,22.7,7.39,54.8,11.3
12:37:35,51.72,14.54,3.93,3.04,1.96,989.0,175.0,21.5,6.68,53.5,11.5
12:37:40,51.07,15.58,4.72,3.03,2.04,1061.0,178.0,21.7,7.25,59.2,11.8
12:37:45,53.02,15.6,4.73,3.3,2.03,977.0,165.0,21.5,6.55,58.1,12.0
12:37:50,52.97,14.53,4.28,3.17,2.02,1018.0,179.0,21.8,6.6,55.9,11.6
12:37:55,52.12,15.32,4.51,2.86,1.94,986.0,170.0,22.4,6.58,52.0,12.6
12:38:00,50.99,15.52,4.49,2.78,2.14,948.0,171.0,22.0,6.74,55.8,12.0
12:38:05,51.02,14.72,4.55,2.84,1.87,1013.0,174.0,22.7,6.11,55.3,11.4
12:38:10,52.09,14.82,4.39,3.09,2.04,938.0,173.0,21.4,6.2,56.0,12.2
12:38:15,51.6,15.32,4.74,2.78,2.06,1010.0,170.0,20.4,6.77,57.7,12.7
12:38:20,51.73,14.09,4.83,2.87,1.97,982.0,184.0,22.0,5.76,54.2,11.6
12:38:25,52.82,14.35,4.21,2.73,2.12,984.0,177.0,21.9,6.21,54.1,11.7
12:38:30,52.59,14.41,4.14,3.19,1.93,995.0,171.0,22.2,6.83,57.1,12.5
12:38:35,53.1,13.92,4.26,3.13,2.34,1001.0,171.0,22.3,6.09,57.3,12.4
12:38:40,51.21,15.65,4.51,3.18,2.04,992.0,175.0,20.8,6.58,55.4,11.9
12:38:45,51.73,13.81,4.61,2.91,2.19,1021.0,172.0,20.5,6.1,57.8,11.7
12:38:50,52.61,15.21,4.74,2.65,2.13,1000.0,168.0,23.9,5.97,51.1,11.1
12:38:55,52.36,15.49,4.79,2.83,2.21,1112.0,176.0,23.1,6.49,55.9,12.0
12:39:00,53.23,14.82,4.61,2.73,2.01,956.0,175.0,22.9,6.63,55.6,12.5
12:39:05,52.34,14.6,4.57,2.73,2.17,955.0,174.0,23.0,6.28,57.6,11.1
12:39:10,53.48,15.14,4.99,3.23,2.22,985.0,186.0,22.3,6.06,52.9,12.3
12:39:15,52.43,15.0,4.5,2.95,2.04,965.0,175.0,22.5,6.7,57.3,11.1
12:39:20,52.85,15.6,4.68,3.06,1.9,1048.0,168.0,21.3,6.78,53.8,12.8
12:39:25,51.74,13.42,4.6,3.22,2.27,1070.0,179.0,22.1,6.75,54.7,11.8
12:39:30,52.01,14.45,4.45,2.8,2.0,984.0,165.0,22.3,6.4,53.4,11.9
12:39:35,52.73,15.34,4.45,3.12,2.01,1021.0,186.0,23.2,6.67,52.3,11.5
12:39:40,53.29,15.03,4.9,2.71,2.04,1016.0,173.0,20.2,6.72,56.5,11.1
12:39:45,52.58,15.45,4.47,3.05,1.88,982.0,169.0,23.6,6.57,54.1,11.3
12:39:50,51.93,15.16,4.39,3.21,2.05,1025.0,173.0,22.6,6.22,53.3,11.2
12:39:55,53.1,14.92,4.28,2.77,2.05,1033.0,178.0,22.3,6.58,53.2,12.3
12:40:00,50.25,14.82,4.63,3.17,2.0,933.0,157.0,22.0,6.44,54.7,12.1
12:40:05,50.86,16.4,4.35,3.04,1.99,953.0,174.0,21.8,6.78,55.7,12.1
12:40:10,52.55,15.92,4.6,2.91,1.97,988.0,178.0,20.9,6.13,58.1,12.1
12:40:15,52.01,15.3,4.55,2.76,1.94,987.0,185.0,21.8,6.17,51.1,12.8
12:40:20,52.48,15.05,4.37,3.05,2.11,1003.0,164.0,22.3,7.06,54.7,11.6
12:40:25,52.05,15.32,4.08,3.1,2.04,963.0,159.0,21.9,6.69,55.6,12.4
12:40:30,52.46,15.5,4.19,2.94,2.14,958.0,173.0,22.3,6.72,54.1,11.3
12:40:35,51.35,15.25,4.24,2.8,1.92,986.0,178.0,22.2,6.14,57.6,12.0
12:40:40,52.46,14.55,4.2,3.15,2.17,953.0,170.0,21.0,6.89,54.5,11.8
12:40:45,52.8,16.07,4.64,3.24,2.13,1048.0,175.0,21.3,6.68,54.8,11.4
12:40:50,52.98,15.15,5.14,3.19,1.96,1042.0,177.0,22.1,6.75,52.8,13.5
12:40:55,53.61,16.21,4.35,3.32,1.9,1024.0,181.0,20.6,6.61,55.9,12.4
12:41:00,52.2,15.11,4.38,2.87,2.09,1041.0,182.0,23.0,7.14,54.7,11.1
12:41:05,52.22,14.85,4.32,2.72,1.76,983.0,167.0,22.6,7.11,57.2,11.3
12:41:10,50.78,15.83,4.76,3.08,1.94,982.0,169.0,21.7,6.96,53.4,12.6
12:41:15,51.57,15.18,4.63,2.92,2.04,1016.0,163.0,21.5,7.06,55.4,12.9
12:41:20,51.85,15.08,4.5,3.2,1.98,1031.0,185.0,21.8,6.31,55.8,11.8
12:41:25,52.84,14.28,4.14,2.79,1.84,1014.0,169.0,21.9,6.41,56.2,12.1
12:41:30,51.51,15.4,4.21,2.81,2.01,1012.0,172.0,21.4,6.67,55.8,13.0
